faq_id,intent_id,intent_name,category,language,question_type,difficulty,question,answer,ground_truth,source
FAQ0615,INT020,accepted_payment_methods,Payment,English,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0616,INT020,accepted_payment_methods,Payment,English,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0617,INT020,accepted_payment_methods,Payment,Arabic,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0618,INT020,accepted_payment_methods,Payment,Arabic,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0619,INT020,accepted_payment_methods,Payment,Arabic,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0620,INT020,accepted_payment_methods,Payment,Arabic,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0621,INT020,accepted_payment_methods,Payment,Arabic,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0622,INT020,accepted_payment_methods,Payment,Arabic,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0623,INT020,accepted_payment_methods,Payment,Arabic,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0624,INT020,accepted_payment_methods,Payment,Arabic,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0625,INT020,accepted_payment_methods,Payment,French,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0626,INT020,accepted_payment_methods,Payment,French,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0627,INT020,accepted_payment_methods,Payment,French,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0628,INT020,accepted_payment_methods,Payment,French,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0629,INT020,accepted_payment_methods,Payment,French,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0630,INT020,accepted_payment_methods,Payment,French,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0631,INT020,accepted_payment_methods,Payment,French,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0632,INT020,accepted_payment_methods,Payment,French,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0633,INT020,accepted_payment_methods,Payment,Russian,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0634,INT020,accepted_payment_methods,Payment,Russian,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0635,INT020,accepted_payment_methods,Payment,Russian,Direct,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0636,INT020,accepted_payment_methods,Payment,Russian,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0637,INT020,accepted_payment_methods,Payment,Russian,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0638,INT020,accepted_payment_methods,Payment,Russian,Paraphrased,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0639,INT020,accepted_payment_methods,Payment,Russian,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0640,INT020,accepted_payment_methods,Payment,Russian,Scenario,Easy,,,The current hotel knowledge base does not specify the exact payment methods accepted by the hotel. Guests should contact customer service for current information.,payment_methods.txt
FAQ0641,INT021,payment_requirements,Payment,English,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0642,INT021,payment_requirements,Payment,English,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0643,INT021,payment_requirements,Payment,English,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0644,INT021,payment_requirements,Payment,English,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0645,INT021,payment_requirements,Payment,English,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0646,INT021,payment_requirements,Payment,English,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0647,INT021,payment_requirements,Payment,English,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0648,INT021,payment_requirements,Payment,English,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0649,INT021,payment_requirements,Payment,Arabic,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0650,INT021,payment_requirements,Payment,Arabic,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0651,INT021,payment_requirements,Payment,Arabic,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0652,INT021,payment_requirements,Payment,Arabic,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0653,INT021,payment_requirements,Payment,Arabic,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0654,INT021,payment_requirements,Payment,Arabic,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0655,INT021,payment_requirements,Payment,Arabic,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0656,INT021,payment_requirements,Payment,Arabic,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0657,INT021,payment_requirements,Payment,French,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0658,INT021,payment_requirements,Payment,French,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0659,INT021,payment_requirements,Payment,French,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0660,INT021,payment_requirements,Payment,French,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0661,INT021,payment_requirements,Payment,French,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0662,INT021,payment_requirements,Payment,French,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0663,INT021,payment_requirements,Payment,French,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0664,INT021,payment_requirements,Payment,French,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0665,INT021,payment_requirements,Payment,Russian,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0666,INT021,payment_requirements,Payment,Russian,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0667,INT021,payment_requirements,Payment,Russian,Direct,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0668,INT021,payment_requirements,Payment,Russian,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0669,INT021,payment_requirements,Payment,Russian,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0670,INT021,payment_requirements,Payment,Russian,Paraphrased,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0671,INT021,payment_requirements,Payment,Russian,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0672,INT021,payment_requirements,Payment,Russian,Scenario,Easy,,,Payment requirements depend on the selected reservation and applicable hotel policies.,payment_policy.txt
FAQ0673,INT022,additional_charges,Payment,English,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0674,INT022,additional_charges,Payment,English,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0675,INT022,additional_charges,Payment,English,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0676,INT022,additional_charges,Payment,English,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0677,INT022,additional_charges,Payment,English,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0678,INT022,additional_charges,Payment,English,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0679,INT022,additional_charges,Payment,English,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0680,INT022,additional_charges,Payment,English,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0681,INT022,additional_charges,Payment,Arabic,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0682,INT022,additional_charges,Payment,Arabic,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0683,INT022,additional_charges,Payment,Arabic,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0684,INT022,additional_charges,Payment,Arabic,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0685,INT022,additional_charges,Payment,Arabic,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0686,INT022,additional_charges,Payment,Arabic,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0687,INT022,additional_charges,Payment,Arabic,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0688,INT022,additional_charges,Payment,Arabic,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0689,INT022,additional_charges,Payment,French,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0690,INT022,additional_charges,Payment,French,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0691,INT022,additional_charges,Payment,French,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0692,INT022,additional_charges,Payment,French,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0693,INT022,additional_charges,Payment,French,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0694,INT022,additional_charges,Payment,French,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0695,INT022,additional_charges,Payment,French,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0696,INT022,additional_charges,Payment,French,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0697,INT022,additional_charges,Payment,Russian,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0698,INT022,additional_charges,Payment,Russian,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0699,INT022,additional_charges,Payment,Russian,Direct,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0700,INT022,additional_charges,Payment,Russian,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0701,INT022,additional_charges,Payment,Russian,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0702,INT022,additional_charges,Payment,Russian,Paraphrased,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0703,INT022,additional_charges,Payment,Russian,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0704,INT022,additional_charges,Payment,Russian,Scenario,Easy,,,Additional charges may apply for certain hotel services or damages to hotel property.,payment_policy.txt
FAQ0705,INT023,refund_eligibility,Refund,English,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0706,INT023,refund_eligibility,Refund,English,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0707,INT023,refund_eligibility,Refund,English,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0708,INT023,refund_eligibility,Refund,English,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0709,INT023,refund_eligibility,Refund,English,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0710,INT023,refund_eligibility,Refund,English,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0711,INT023,refund_eligibility,Refund,English,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0712,INT023,refund_eligibility,Refund,English,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0713,INT023,refund_eligibility,Refund,Arabic,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0714,INT023,refund_eligibility,Refund,Arabic,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0715,INT023,refund_eligibility,Refund,Arabic,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0716,INT023,refund_eligibility,Refund,Arabic,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0717,INT023,refund_eligibility,Refund,Arabic,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0718,INT023,refund_eligibility,Refund,Arabic,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0719,INT023,refund_eligibility,Refund,Arabic,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0720,INT023,refund_eligibility,Refund,Arabic,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0721,INT023,refund_eligibility,Refund,French,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0722,INT023,refund_eligibility,Refund,French,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0723,INT023,refund_eligibility,Refund,French,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0724,INT023,refund_eligibility,Refund,French,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0725,INT023,refund_eligibility,Refund,French,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0726,INT023,refund_eligibility,Refund,French,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0727,INT023,refund_eligibility,Refund,French,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0728,INT023,refund_eligibility,Refund,French,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0729,INT023,refund_eligibility,Refund,Russian,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0730,INT023,refund_eligibility,Refund,Russian,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0731,INT023,refund_eligibility,Refund,Russian,Direct,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0732,INT023,refund_eligibility,Refund,Russian,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0733,INT023,refund_eligibility,Refund,Russian,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0734,INT023,refund_eligibility,Refund,Russian,Paraphrased,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0735,INT023,refund_eligibility,Refund,Russian,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0736,INT023,refund_eligibility,Refund,Russian,Scenario,Easy,,,Refund eligibility depends on the conditions associated with the reservation.,refund_policy.txt
FAQ0737,INT024,refund_processing,Refund,English,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0738,INT024,refund_processing,Refund,English,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0739,INT024,refund_processing,Refund,English,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0740,INT024,refund_processing,Refund,English,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0741,INT024,refund_processing,Refund,English,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0742,INT024,refund_processing,Refund,English,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0743,INT024,refund_processing,Refund,English,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0744,INT024,refund_processing,Refund,English,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0745,INT024,refund_processing,Refund,Arabic,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0746,INT024,refund_processing,Refund,Arabic,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0747,INT024,refund_processing,Refund,Arabic,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0748,INT024,refund_processing,Refund,Arabic,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0749,INT024,refund_processing,Refund,Arabic,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0750,INT024,refund_processing,Refund,Arabic,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0751,INT024,refund_processing,Refund,Arabic,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0752,INT024,refund_processing,Refund,Arabic,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0753,INT024,refund_processing,Refund,French,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0754,INT024,refund_processing,Refund,French,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0755,INT024,refund_processing,Refund,French,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0756,INT024,refund_processing,Refund,French,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0757,INT024,refund_processing,Refund,French,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0758,INT024,refund_processing,Refund,French,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0759,INT024,refund_processing,Refund,French,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0760,INT024,refund_processing,Refund,French,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0761,INT024,refund_processing,Refund,Russian,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0762,INT024,refund_processing,Refund,Russian,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0763,INT024,refund_processing,Refund,Russian,Direct,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0764,INT024,refund_processing,Refund,Russian,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0765,INT024,refund_processing,Refund,Russian,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0766,INT024,refund_processing,Refund,Russian,Paraphrased,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0767,INT024,refund_processing,Refund,Russian,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0768,INT024,refund_processing,Refund,Russian,Scenario,Easy,,,Eligible refunds are processed according to the applicable payment and refund conditions. The current knowledge base does not specify a fixed refund processing time.,refund_policy.txt
FAQ0769,INT025,breakfast_hours,Breakfast,English,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0770,INT025,breakfast_hours,Breakfast,English,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0771,INT025,breakfast_hours,Breakfast,English,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0772,INT025,breakfast_hours,Breakfast,English,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0773,INT025,breakfast_hours,Breakfast,English,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0774,INT025,breakfast_hours,Breakfast,English,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0775,INT025,breakfast_hours,Breakfast,English,Scenario,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0776,INT025,breakfast_hours,Breakfast,English,Scenario,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0777,INT025,breakfast_hours,Breakfast,Arabic,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0778,INT025,breakfast_hours,Breakfast,Arabic,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0779,INT025,breakfast_hours,Breakfast,Arabic,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0780,INT025,breakfast_hours,Breakfast,Arabic,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0781,INT025,breakfast_hours,Breakfast,Arabic,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0782,INT025,breakfast_hours,Breakfast,Arabic,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0783,INT025,breakfast_hours,Breakfast,Arabic,Scenario,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0784,INT025,breakfast_hours,Breakfast,Arabic,Scenario,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0785,INT025,breakfast_hours,Breakfast,French,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0786,INT025,breakfast_hours,Breakfast,French,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0787,INT025,breakfast_hours,Breakfast,French,Direct,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0788,INT025,breakfast_hours,Breakfast,French,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0789,INT025,breakfast_hours,Breakfast,French,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
FAQ0790,INT025,breakfast_hours,Breakfast,French,Paraphrased,Easy,,,Daily breakfast is available from 7:00 AM to 10:30 AM at the main restaurant.,breakfast.txt
