issue,details
SOURCE_MISMATCH,"{'faq_id': 'FAQ0378', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0378', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0379', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0379', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0380', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0380', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0381', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0381', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0382', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0382', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0383', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0383', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0384', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 05'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0384', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0385', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0385', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0386', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0386', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0387', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0387', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0388', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0388', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0389', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0389', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0390', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0390', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0391', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0391', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0392', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0392', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0393', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0393', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0394', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0394', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0395', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0395', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0396', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0396', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0397', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0397', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0398', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0398', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0399', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0399', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0400', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0400', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0401', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0401', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0402', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0402', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0403', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0403', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0404', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0404', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0405', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0405', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0406', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0406', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0407', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0407', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0408', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0408', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0409', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0409', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0410', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0410', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0411', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0411', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0412', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0412', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0413', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0413', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0414', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0414', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0415', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0415', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0416', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 06'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0416', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0417', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0417', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0418', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0418', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0419', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0419', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0420', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0420', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0421', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0421', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0422', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0422', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0423', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0423', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0424', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0424', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0425', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0425', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0426', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0426', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0427', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0427', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0428', 'expected': 'hotel_information.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0428', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0429', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0429', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0430', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0430', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0431', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0431', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0432', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0432', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0433', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0433', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0434', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0434', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0435', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0435', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0436', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0436', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0437', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0437', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0438', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0438', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0439', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0439', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0440', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0440', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0441', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0441', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0442', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0442', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0443', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0443', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0444', 'expected': 'check_in_check_out.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0444', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0445', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0445', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0446', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0446', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0447', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0447', 'actual': 'generated'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0448', 'expected': 'identification_policy.txt', 'actual': 'Generated Batch 07'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0448', 'actual': 'generated'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0449', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0450', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0451', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0452', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0453', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0454', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0455', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0456', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0457', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0458', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0459', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0460', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0461', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0462', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0463', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0464', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0465', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0466', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0467', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0468', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0469', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0470', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0471', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0472', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0473', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0474', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0475', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0476', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0477', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0478', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0479', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0480', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0481', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0482', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0483', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0484', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0485', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0486', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0487', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0488', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0489', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0490', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0491', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0492', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0493', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0494', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0495', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0496', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0497', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0498', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0499', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0500', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0501', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0502', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0503', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0504', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0505', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0506', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0507', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0508', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0509', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0510', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0511', 'actual': 'valid'}"
STATUS_MISMATCH,"{'faq_id': 'FAQ0512', 'actual': 'valid'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0541', 'expected': 'identification_policy.txt', 'actual': 'check_in_check_out.txt'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0542', 'expected': 'identification_policy.txt', 'actual': 'check_in_check_out.txt'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0543', 'expected': 'identification_policy.txt', 'actual': 'check_in_check_out.txt'}"
SOURCE_MISMATCH,"{'faq_id': 'FAQ0544', 'expected': 'identification_policy.txt', 'actual': 'check_in_check_out.txt'}"
INT006_ANSWER_APPROVAL,FAQ0188
INT007_GT_FEE,FAQ0201
INT007_ANSWER_AVAILABILITY,FAQ0202
INT007_GT_FEE,FAQ0202
INT007_GT_FEE,FAQ0203
INT007_GT_FEE,FAQ0204
INT007_ANSWER_AVAILABILITY,FAQ0205
INT007_GT_FEE,FAQ0205
INT007_GT_FEE,FAQ0206
INT007_ANSWER_AVAILABILITY,FAQ0207
INT007_GT_FEE,FAQ0207
INT007_GT_FEE,FAQ0208
INT007_GT_FEE,FAQ0209
INT007_GT_FEE,FAQ0210
INT007_GT_FEE,FAQ0211
INT007_GT_FEE,FAQ0212
INT007_GT_FEE,FAQ0213
INT007_GT_FEE,FAQ0214
INT007_GT_FEE,FAQ0215
INT007_GT_FEE,FAQ0216
INT007_GT_FEE,FAQ0217
INT007_GT_FEE,FAQ0218
INT007_GT_FEE,FAQ0219
INT007_GT_FEE,FAQ0220
INT007_GT_FEE,FAQ0221
INT007_GT_FEE,FAQ0222
INT007_GT_FEE,FAQ0223
INT007_GT_FEE,FAQ0224
INT007_GT_FEE,FAQ0345
INT007_GT_FEE,FAQ0347
INT007_GT_FEE,FAQ0348
INT007_GT_FEE,FAQ0377
INT007_GT_FEE,FAQ0379
INT007_GT_FEE,FAQ0380
INT007_GT_FEE,FAQ0409
INT007_GT_FEE,FAQ0411
INT007_GT_FEE,FAQ0412
INT007_GT_FEE,FAQ0441
INT007_GT_FEE,FAQ0443
INT007_GT_FEE,FAQ0444
INT007_GT_FEE,FAQ0537
INT007_GT_FEE,FAQ0569
INT007_GT_FEE,FAQ0601
INT007_GT_FEE,FAQ0633
