new_faq_id,new_intent,new_language,new_question,existing_faq_id,existing_intent,existing_language,existing_question,similarity,same_intent,same_language
FAQ0477,INT008,Arabic,عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,FAQ0178,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel?,0.8728605508804321,False,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0242,INT008,French,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,0.8720043897628784,True,False
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0271,INT004,French,Quelle est l'heure habituelle d'arrivée à l'hôtel ?,0.871680736541748,True,True
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0121,INT004,Russian,Когда можно заселиться в Nile Pearl Hotel?,0.8700188398361206,False,False
FAQ0459,INT003,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,FAQ0124,INT004,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,0.8695080280303955,False,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0411,INT007,French,"Si j'ai besoin de rester plus longtemps le jour du départ, puis-je demander un départ tardif ?",0.8688884973526001,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0376,INT006,Russian,"Если я приеду раньше времени заезда, могу ли я попросить заселиться в номер раньше?",0.8665763139724731,True,True
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0441,INT007,Arabic,هل يمكنني تأخير وقت مغادرة الغرفة عن الموعد المعتاد؟,0.8664178848266602,False,True
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0409,INT007,Arabic,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,0.8644436001777649,True,False
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0401,INT005,Arabic,إذا كان يوم المغادرة قد حان، فما الوقت الذي يجب أن أخلي فيه الغرفة؟,0.8596603274345398,True,True
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0273,INT005,Arabic,ما هو الوقت المعتاد لتسجيل المغادرة من الفندق؟,0.8563653230667114,False,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0410,INT007,English,"If I need to stay longer on my departure day, can I request a later check-out?",0.8555940389633179,True,True
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0281,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,0.8542419672012329,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0281,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,0.8495087027549744,True,False
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0084,INT003,French,La réception du Nile Pearl Hotel reste-t-elle accessible aux clients lorsqu'ils ont besoin d'assistance ?,0.8422034382820129,True,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0348,INT007,Russian,Можно ли остаться в номере после обычного времени выезда?,0.8414798974990845,True,True
FAQ0463,INT004,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",FAQ0429,INT004,Arabic,متى يبدأ تسجيل الوصول للضيوف في الفندق؟,0.841302752494812,True,False
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0091,INT003,Russian,"Если мне нужно будет обратиться к рецепции в Nile Pearl Hotel в любое время суток, всегда ли они будут доступны?",0.8310284614562988,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0330,INT003,English,"If I need assistance at the hotel late at night, will a reception staff member be available?",0.8281499147415161,True,True
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0328,INT002,Russian,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,0.8275095820426941,False,False
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0186,INT006,Russian,Разрешает ли отель Nile Pearl Hotel ранний заезд?,0.8253865242004395,False,False
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0071,INT003,English,"If you need to check in or out at any time of the day, what are the reception hours at Nile Pearl Hotel?",0.8245214223861694,True,False
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0073,INT003,Arabic,إذا كنت تحتاج إلى التواصل مع مكتب الاستقبال في Nile Pearl Hotel في أي وقت من اليوم، فما هي ساعات عملهم؟,0.8241851925849915,True,True
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0076,INT003,Arabic,في حالة الحاجة إلى التواصل مع مكتب الاستقبال في Nile Pearl Hotel في منتصف الليل، هل سيكونون متاحين؟,0.821521520614624,True,True
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0009,INT001,Arabic,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,0.8200969099998474,False,True
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0344,INT006,Russian,Можно ли подать запрос на заселение раньше обычного времени?,0.8192278742790222,True,True
FAQ0457,INT003,Arabic,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,FAQ0065,INT003,English,What are the operating hours for the reception at Nile Pearl Hotel?,0.8145872354507446,True,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0376,INT006,Russian,"Если я приеду раньше времени заезда, могу ли я попросить заселиться в номер раньше?",0.8103599548339844,False,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0332,INT003,Russian,"Если мне понадобится помощь в отеле поздно ночью, будет ли сотрудник стойки регистрации на месте?",0.8077343106269836,True,True
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0309,INT006,Arabic,سأصل قبل موعد تسجيل الوصول، فهل يمكنني الدخول إلى غرفتي مبكرًا؟,0.8074666261672974,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0331,INT003,French,"Si j'ai besoin d'aide à l'hôtel tard dans la nuit, un membre de la réception sera-t-il disponible ?",0.8074555397033691,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0362,INT003,English,Is the front desk still available to guests throughout the night?,0.8030055165290833,True,True
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0440,INT006,Russian,Могу ли я запросить раннюю регистрацию до официального времени заезда?,0.802476167678833,True,True
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0283,INT007,French,Puis-je demander un départ tardif de l'hôtel ?,0.8022019267082214,True,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0441,INT007,Arabic,هل يمكنني تأخير وقت مغادرة الغرفة عن الموعد المعتاد؟,0.8018943071365356,True,False
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0284,INT007,Russian,Можно ли запросить поздний выезд из отеля?,0.8004641532897949,True,True
FAQ0476,INT007,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",FAQ0410,INT007,English,"If I need to stay longer on my departure day, can I request a later check-out?",0.7997777462005615,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0411,INT007,French,"Si j'ai besoin de rester plus longtemps le jour du départ, puis-je demander un départ tardif ?",0.7971843481063843,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0375,INT006,French,"Si j'arrive avant l'heure d'enregistrement, puis-je demander à accéder à ma chambre plus tôt ?",0.7941990494728088,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0311,INT006,French,J'arriverai avant l'heure d'arrivée prévue ; puis-je accéder à ma chambre plus tôt ?,0.790503203868866,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0312,INT006,Russian,Я приеду раньше времени регистрации; смогу ли я заселиться в номер раньше?,0.7872300148010254,True,True
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0412,INT007,Russian,"Если мне нужно остаться подольше в день выезда, могу ли я попросить поздний выезд?",0.784746527671814,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0310,INT006,English,I will arrive before the check-in time; can I enter my room early?,0.7819976806640625,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0409,INT007,Arabic,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,0.7818219661712646,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0374,INT006,English,"If I arrive before check-in time, can I ask to access the room early?",0.7726872563362122,True,False
FAQ0472,INT006,Russian,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",FAQ0437,INT006,Arabic,هل أستطيع طلب تسجيل الوصول المبكر قبل الموعد الرسمي؟,0.7717529535293579,True,False
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0134,INT005,English,When is the latest standard time for completing the check-out process?,0.7676846981048584,False,True
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0394,INT003,English,Can I contact the reception desk at any time?,0.7656009197235107,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0300,INT003,Russian,Могу ли я обратиться к сотрудникам стойки регистрации в любое время суток?,0.7574799060821533,True,True
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0282,INT007,English,Can I request a late check-out?,0.7535669803619385,False,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0331,INT003,French,"Si j'ai besoin d'aide à l'hôtel tard dans la nuit, un membre de la réception sera-t-il disponible ?",0.7450878024101257,True,False
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0374,INT006,English,"If I arrive before check-in time, can I ask to access the room early?",0.7443304061889648,True,True
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0310,INT006,English,I will arrive before the check-in time; can I enter my room early?,0.741672158241272,True,True
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0438,INT006,English,Can I request early check-in before the official time?,0.7375005483627319,False,True
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0332,INT003,Russian,"Если мне понадобится помощь в отеле поздно ночью, будет ли сотрудник стойки регистрации на месте?",0.7314389944076538,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0199,INT007,English,"If I need to stay at Nile Pearl Hotel longer because of a late departure, can I request a late check-out and will there be an additional fee?",0.7294358611106873,True,True
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0220,INT007,Russian,Quelles démarches faut-il suivre pour demander un départ tardif ?,0.7292739152908325,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0363,INT003,French,La réception reste-t-elle accessible aux clients pendant toute la nuit ?,0.7246935367584229,True,False
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0330,INT003,English,"If I need assistance at the hotel late at night, will a reception staff member be available?",0.7232363224029541,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0298,INT003,English,Can I reach the reception staff at any time of the day?,0.7223134636878967,True,True
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0440,INT006,Russian,Могу ли я запросить раннюю регистрацию до официального времени заезда?,0.7203708291053772,True,False
FAQ0474,INT007,English,"If I need to leave later than the standard time, can I request a late check-out?",FAQ0306,INT005,English,What time should I leave my room on the day of check-out?,0.7192034125328064,False,True
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0437,INT006,Arabic,هل أستطيع طلب تسجيل الوصول المبكر قبل الموعد الرسمي؟,0.7110651731491089,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0079,INT003,Arabic,إذا كنت في Nile Pearl Hotel ورغبتم في الاستفسار عن خدمة الغرف في منتصف الليل، هل يمكن التواصل مع مكتب الاستقبال؟,0.707375168800354,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0364,INT003,Russian,Остаётся ли стойка регистрации доступной для гостей в течение всей ночи?,0.7043845057487488,True,False
FAQ0458,INT003,English,"If I need help at the front desk late at night, will the reception be available?",FAQ0329,INT003,Arabic,إذا احتجت إلى مساعدة في الفندق ليلًا، هل سأجد موظف استقبال متاحًا؟,0.6983661651611328,True,False
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0281,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,0.6975557804107666,False,False
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0164,INT006,English,Can I arrange an early check-in at Nile Pearl Hotel before the standard check-in time?,0.6930559873580933,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0364,INT003,Russian,Остаётся ли стойка регистрации доступной для гостей в течение всей ночи?,0.6930195093154907,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0396,INT003,Russian,Могу ли я связаться со стойкой регистрации в любое время?,0.6831574440002441,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0329,INT003,Arabic,إذا احتجت إلى مساعدة في الفندق ليلًا، هل سأجد موظف استقبال متاحًا؟,0.679501473903656,True,False
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0278,INT006,English,Does the hotel allow early check-in?,0.6789379119873047,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0428,INT003,Russian,"Если я приеду в отель очень поздно, будет ли сотрудник стойки регистрации на месте?",0.6689435839653015,True,True
FAQ0460,INT003,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",FAQ0082,INT003,French,"Si j'ai besoin d'aide en pleine nuit à l'hôtel Nile Pearl Hotel, est-ce que je peux contacter le service d'accueil à tout moment?",0.6682763695716858,True,False
