faq_id_1,faq_id_2,intent_id,language_1,language_2,question_1,question_2,similarity,in_batch_1,in_batch_2
FAQ0002,FAQ0003,INT001,English,English,Could you tell me which city and area Nile Pearl Hotel is in?,In which city is Nile Pearl Hotel located?,0.960226833820343,False,False
FAQ0043,FAQ0326,INT002,Arabic,English,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,What hotel classification does Nile Pearl Hotel have?,0.9601953029632568,False,False
FAQ0030,FAQ0257,INT001,Russian,Arabic,В каком районе Каира расположен Nile Pearl Hotel?,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,0.9601825475692749,False,False
FAQ0131,FAQ0158,INT005,English,Russian,What is the hotel's regular departure time for guests at Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.960079550743103,False,False
FAQ0035,FAQ0421,INT002,English,Arabic,What category of hotel is Nile Pearl Hotel classified as?,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,0.9600781202316284,False,False
FAQ0050,FAQ0052,INT002,French,French,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,0.9600502252578735,False,False
FAQ0293,FAQ0295,INT002,Arabic,French,أخطط للإقامة في Nile Pearl Hotel، فما تصنيف الفندق الذي يمكنني توقعه؟,Je prévois de séjourner au Nile Pearl Hotel ; quelle est la catégorie de cet hôtel ?,0.9599968194961548,False,False
FAQ0051,FAQ0328,INT002,French,Russian,Quel niveau de classement hôtelier est attribué au Nile Pearl Hotel ?,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,0.9599732160568237,False,False
FAQ0021,FAQ0450,INT001,French,English,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,Which city is home to the Nile Pearl Hotel?,0.9597840309143066,False,True
FAQ0019,FAQ0025,INT001,French,Russian,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,По какому адресу находится отель Nile Pearl Hotel?,0.9597494602203369,False,False
FAQ0319,FAQ0415,INT008,French,French,"À mon arrivée à l'hôtel pour m'enregistrer, quel justificatif d'identité dois-je fournir ?",Quel justificatif d'identité dois-je fournir lors de mon arrivée à l'hôtel ?,0.9597013592720032,False,False
FAQ0004,FAQ0029,INT001,English,Russian,In which city can I find the Nile Pearl Hotel?,В какой части города расположен Nile Pearl Hotel?,0.9596312046051025,False,False
FAQ0049,FAQ0261,INT002,French,Arabic,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,0.9594478607177734,False,False
FAQ0045,FAQ0053,INT002,Arabic,French,ما فئة النجوم التي ينتمي إليها Nile Pearl Hotel؟,Quelle est la categorisation étoile du Nile Pearl Hotel?,0.9594463109970093,False,False
FAQ0028,FAQ0029,INT001,Russian,Russian,"Как называется город, в котором расположен отель Nile Pearl Hotel?",В какой части города расположен Nile Pearl Hotel?,0.9593282341957092,False,False
FAQ0131,FAQ0150,INT005,English,French,What is the hotel's regular departure time for guests at Nile Pearl Hotel?,Quel est le temps habituel pour effectuer le départ à l'hôtel Nile Pearl Hotel?,0.9593276977539062,False,False
FAQ0124,FAQ0336,INT004,Russian,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9593162536621094,False,False
FAQ0035,FAQ0054,INT002,English,French,What category of hotel is Nile Pearl Hotel classified as?,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,0.9592229723930359,False,False
FAQ0387,FAQ0420,INT001,French,Russian,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,Как определить местоположение Nile Pearl Hotel в Каире?,0.9591894149780273,False,False
FAQ0260,FAQ0450,INT001,Russian,English,В каком районе города находится отель Nile Pearl Hotel?,Which city is home to the Nile Pearl Hotel?,0.9590007662773132,False,True
FAQ0019,FAQ0259,INT001,French,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9588207006454468,False,False
FAQ0010,FAQ0451,INT001,Arabic,French,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Dans quelle ville se trouve le Nile Pearl Hotel ?,0.9587125778198242,False,True
FAQ0148,FAQ0339,INT005,French,French,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?,Quelle est l'heure habituelle limite pour libérer la chambre au Nile Pearl Hotel ?,0.958696722984314,False,False
FAQ0042,FAQ0050,INT002,Arabic,French,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,0.9586797952651978,False,False
FAQ0138,FAQ0149,INT005,Arabic,French,إلى أي وقت يجب أن أغادر الغرفة عند تسجيل الخروج من Nile Pearl Hotel؟,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,0.9586731791496277,False,False
FAQ0030,FAQ0418,INT001,Russian,English,В каком районе Каира расположен Nile Pearl Hotel?,How can I identify the location of Nile Pearl Hotel within Cairo?,0.9586725831031799,False,False
FAQ0274,FAQ0434,INT005,English,English,By what time do guests normally need to vacate their rooms?,By what time are guests expected to vacate their room?,0.95866858959198,False,False
FAQ0155,FAQ0158,INT005,Russian,Russian,Каков стандартный час выселения в отеле Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9586641788482666,False,False
FAQ0237,FAQ0253,INT008,Arabic,Russian,هل يحتاج الضيوف إلى تقديم وثائق إثبات الهوية عند تسجيل الوصول في Nile Pearl Hotel?,"Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?",0.9585624933242798,False,False
FAQ0054,FAQ0061,INT002,French,Russian,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,К какому уровню или категории относится Nile Pearl Hotel?,0.9585524797439575,False,False
FAQ0061,FAQ0327,INT002,Russian,French,К какому уровню или категории относится Nile Pearl Hotel?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9584745168685913,False,False
FAQ0030,FAQ0292,INT001,Russian,Russian,В каком районе Каира расположен Nile Pearl Hotel?,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",0.9584522247314453,False,False
FAQ0290,FAQ0388,INT001,English,Russian,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",Где в Каире расположен Nile Pearl Hotel?,0.9584409594535828,False,False
FAQ0042,FAQ0453,INT002,Arabic,Arabic,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.9584322571754456,False,True
FAQ0020,FAQ0385,INT001,French,Arabic,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9583773612976074,False,False
FAQ0020,FAQ0029,INT001,French,Russian,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,В какой части города расположен Nile Pearl Hotel?,0.9583755731582642,False,False
FAQ0022,FAQ0260,INT001,French,Russian,Où est situé exactement l'hôtel Nile Pearl Hotel?,В каком районе города находится отель Nile Pearl Hotel?,0.9583276510238647,False,False
FAQ0030,FAQ0420,INT001,Russian,Russian,В каком районе Каира расположен Nile Pearl Hotel?,Как определить местоположение Nile Pearl Hotel в Каире?,0.9582397937774658,False,False
FAQ0017,FAQ0260,INT001,French,Russian,Où se trouve l'hôtel Nile Pearl Hotel?,В каком районе города находится отель Nile Pearl Hotel?,0.9582334160804749,False,False
FAQ0001,FAQ0005,INT001,English,English,Where is Nile Pearl Hotel located?,Where can I find the Nile Pearl Hotel?,0.9581644535064697,False,False
FAQ0021,FAQ0260,INT001,French,Russian,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,В каком районе города находится отель Nile Pearl Hotel?,0.9581592082977295,False,False
FAQ0214,FAQ0222,INT007,French,Russian,"Est-ce que je peux obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, et si c'est le cas, quelles frais supplémentaires pourrais-je encourir?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и какие возможны дополнительные расходы?",0.9581450819969177,False,False
FAQ0123,FAQ0461,INT004,Russian,Arabic,В какое время начинается регистрация заезда в Nile Pearl Hotel?,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9580175280570984,False,True
FAQ0241,FAQ0246,INT008,French,French,L'hôtel Nile Pearl Hotel exige-t-il une pièce d'identité valide lors de l'enregistrement?,Le Nile Pearl Hotel demandera-t-il un document d'identité valide au moment de l'enregistrement?,0.9578814506530762,False,False
FAQ0293,FAQ0294,INT002,Arabic,English,أخطط للإقامة في Nile Pearl Hotel، فما تصنيف الفندق الذي يمكنني توقعه؟,I am planning to stay at Nile Pearl Hotel; what category is the hotel?,0.9578781723976135,False,False
FAQ0387,FAQ0418,INT001,French,English,Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,How can I identify the location of Nile Pearl Hotel within Cairo?,0.9577211141586304,False,False
FAQ0030,FAQ0417,INT001,Russian,Arabic,В каком районе Каира расположен Nile Pearl Hotel?,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,0.9577147960662842,False,False
FAQ0262,FAQ0326,INT002,English,English,What hotel category is Nile Pearl Hotel?,What hotel classification does Nile Pearl Hotel have?,0.9576265811920166,False,False
FAQ0023,FAQ0290,INT001,French,English,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",0.9574853777885437,False,False
FAQ0044,FAQ0261,INT002,Arabic,Arabic,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,0.9574851989746094,False,False
FAQ0246,FAQ0479,INT008,French,French,Le Nile Pearl Hotel demandera-t-il un document d'identité valide au moment de l'enregistrement?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.9574122428894043,False,True
FAQ0001,FAQ0009,INT001,English,Arabic,Where is Nile Pearl Hotel located?,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,0.9573600888252258,False,False
FAQ0388,FAQ0418,INT001,Russian,English,Где в Каире расположен Nile Pearl Hotel?,How can I identify the location of Nile Pearl Hotel within Cairo?,0.9573118090629578,False,False
FAQ0263,FAQ0327,INT002,French,French,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9572474956512451,False,False
FAQ0030,FAQ0290,INT001,Russian,English,В каком районе Каира расположен Nile Pearl Hotel?,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",0.9572087526321411,False,False
FAQ0104,FAQ0462,INT004,English,English,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?",From what time can guests normally check in at Nile Pearl Hotel?,0.9571480751037598,False,True
FAQ0002,FAQ0258,INT001,English,English,Could you tell me which city and area Nile Pearl Hotel is in?,Which part of the city is Nile Pearl Hotel located in?,0.9570550918579102,False,False
FAQ0001,FAQ0385,INT001,English,Arabic,Where is Nile Pearl Hotel located?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9569895267486572,False,False
FAQ0054,FAQ0424,INT002,French,Russian,Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.956963062286377,False,False
FAQ0251,FAQ0479,INT008,Russian,French,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.9569443464279175,False,True
FAQ0328,FAQ0423,INT002,Russian,French,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9569277763366699,False,False
FAQ0012,FAQ0013,INT001,Arabic,Arabic,أين يقع Nile Pearl Hotel في مصر؟,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,0.956856369972229,False,False
FAQ0035,FAQ0422,INT002,English,English,What category of hotel is Nile Pearl Hotel classified as?,How is Nile Pearl Hotel categorized within hotel classifications?,0.9568333625793457,False,False
FAQ0234,FAQ0254,INT008,Arabic,Russian,ما هي وثائق إثبات الهوية المطلوبة عند تسجيل الوصول في Nile Pearl Hotel?,"Какие документы, удостоверяющие личность, могут потребоваться при заселении в Nile Pearl Hotel?",0.9568201899528503,False,False
FAQ0262,FAQ0421,INT002,English,Arabic,What hotel category is Nile Pearl Hotel?,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,0.9566895961761475,False,False
FAQ0195,FAQ0197,INT007,English,English,"Is late check-out available at Nile Pearl Hotel, and if so, what conditions must be met?","Can I get a late check-out at Nile Pearl Hotel, and what factors determine its availability?",0.9566521644592285,False,False
FAQ0150,FAQ0158,INT005,French,Russian,Quel est le temps habituel pour effectuer le départ à l'hôtel Nile Pearl Hotel?,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9566038846969604,False,False
FAQ0328,FAQ0360,INT002,Russian,Russian,Как классифицируется Nile Pearl Hotel по уровню гостиничного сервиса?,Какой статус имеет Nile Pearl Hotel в системе гостиничной классификации?,0.9565119743347168,False,False
FAQ0110,FAQ0461,INT004,Arabic,Arabic,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9564417004585266,False,True
FAQ0249,FAQ0251,INT008,Russian,Russian,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",0.9564381837844849,False,False
FAQ0218,FAQ0223,INT007,Russian,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",0.9564312696456909,False,False
FAQ0052,FAQ0456,INT002,French,Russian,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,Сколько звёзд у Nile Pearl Hotel?,0.9564306139945984,False,True
FAQ0290,FAQ0387,INT001,English,French,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",Pouvez-vous me préciser où se situe le Nile Pearl Hotel au Caire ?,0.9563504457473755,False,False
FAQ0030,FAQ0291,INT001,Russian,French,В каком районе Каира расположен Nile Pearl Hotel?,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",0.9563405513763428,False,False
FAQ0019,FAQ0028,INT001,French,Russian,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,"Как называется город, в котором расположен отель Nile Pearl Hotel?",0.9562606811523438,False,False
FAQ0234,FAQ0242,INT008,Arabic,French,ما هي وثائق إثبات الهوية المطلوبة عند تسجيل الوصول في Nile Pearl Hotel?,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,0.9560469388961792,False,False
FAQ0017,FAQ0385,INT001,French,Arabic,Où se trouve l'hôtel Nile Pearl Hotel?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9560338258743286,False,False
FAQ0058,FAQ0296,INT002,Russian,Russian,Какая категория отеля является для Nile Pearl Hotel?,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.956025242805481,False,False
FAQ0003,FAQ0010,INT001,English,Arabic,In which city is Nile Pearl Hotel located?,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,0.9560234546661377,False,False
FAQ0005,FAQ0009,INT001,English,Arabic,Where can I find the Nile Pearl Hotel?,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,0.9560012817382812,False,False
FAQ0043,FAQ0058,INT002,Arabic,Russian,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Какая категория отеля является для Nile Pearl Hotel?,0.9559370279312134,False,False
FAQ0122,FAQ0124,INT004,Russian,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,В какое время обычно можно заселиться в Nile Pearl Hotel?,0.9559146165847778,False,False
FAQ0001,FAQ0025,INT001,English,Russian,Where is Nile Pearl Hotel located?,По какому адресу находится отель Nile Pearl Hotel?,0.9557102918624878,False,False
FAQ0111,FAQ0126,INT004,Arabic,Russian,هل يمكنني معرفة وقت تسجيل الوصول المعتاد في Nile Pearl Hotel؟,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,0.9556969404220581,False,False
FAQ0361,FAQ0363,INT003,Arabic,French,هل تظل خدمة الاستقبال متاحة للضيوف طوال الليل؟,La réception reste-t-elle accessible aux clients pendant toute la nuit ?,0.9555625915527344,False,False
FAQ0016,FAQ0023,INT001,Arabic,French,أنا أخطط لزيارة مصر وقمت بالبحث عن فندق Nile Pearl Hotel، هل يمكنني أن أعرف موقع هذا الفندق في القاهرة؟,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,0.9555025100708008,False,False
FAQ0290,FAQ0418,INT001,English,English,"If I am looking for the hotel in Cairo, where exactly is Nile Pearl Hotel located?",How can I identify the location of Nile Pearl Hotel within Cairo?,0.955470085144043,False,False
FAQ0044,FAQ0264,INT002,Arabic,Russian,كم عدد النجوم التي يُصنَّف بها فندق Nile Pearl Hotel؟,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,0.9553676843643188,False,False
FAQ0002,FAQ0260,INT001,English,Russian,Could you tell me which city and area Nile Pearl Hotel is in?,В каком районе города находится отель Nile Pearl Hotel?,0.9553669095039368,False,False
FAQ0327,FAQ0423,INT002,French,French,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.95524001121521,False,False
FAQ0061,FAQ0423,INT002,Russian,French,К какому уровню или категории относится Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9552103877067566,False,False
FAQ0019,FAQ0021,INT001,French,French,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,0.9551908373832703,False,False
FAQ0283,FAQ0284,INT007,French,Russian,Puis-je demander un départ tardif de l'hôtel ?,Можно ли запросить поздний выезд из отеля?,0.9551515579223633,False,False
FAQ0050,FAQ0453,INT002,French,Arabic,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.9550290107727051,False,True
FAQ0147,FAQ0468,INT005,French,Russian,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.955018162727356,False,True
FAQ0004,FAQ0258,INT001,English,English,In which city can I find the Nile Pearl Hotel?,Which part of the city is Nile Pearl Hotel located in?,0.9549899101257324,False,False
FAQ0061,FAQ0424,INT002,Russian,Russian,К какому уровню или категории относится Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.9549849033355713,False,False
FAQ0257,FAQ0417,INT001,Arabic,Arabic,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,0.9548834562301636,False,False
FAQ0149,FAQ0467,INT005,French,French,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.9548826217651367,False,True
FAQ0264,FAQ0453,INT002,Russian,Arabic,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,0.954857587814331,False,True
FAQ0009,FAQ0260,INT001,Arabic,Russian,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,В каком районе города находится отель Nile Pearl Hotel?,0.954608678817749,False,False
FAQ0003,FAQ0006,INT001,English,English,In which city is Nile Pearl Hotel located?,In which major city can Nile Pearl Hotel be found?,0.9545932412147522,False,False
FAQ0325,FAQ0326,INT002,Arabic,English,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟,What hotel classification does Nile Pearl Hotel have?,0.9545838832855225,False,False
FAQ0359,FAQ0423,INT002,French,French,Quel est le classement général attribué au Nile Pearl Hotel ?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9545695781707764,False,False
FAQ0214,FAQ0224,INT007,French,Russian,"Est-ce que je peux obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, et si c'est le cas, quelles frais supplémentaires pourrais-je encourir?","Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",0.9544898271560669,False,False
FAQ0016,FAQ0257,INT001,Arabic,Arabic,أنا أخطط لزيارة مصر وقمت بالبحث عن فندق Nile Pearl Hotel، هل يمكنني أن أعرف موقع هذا الفندق في القاهرة؟,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,0.9544576406478882,False,False
FAQ0181,FAQ0471,INT006,French,French,"Puis-je demander un enregistrement anticipé au Nile Pearl Hotel, et comment puis-je confirmer sa disponibilité ?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.9544281959533691,False,True
FAQ0043,FAQ0360,INT002,Arabic,Russian,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,Какой статус имеет Nile Pearl Hotel в системе гостиничной классификации?,0.9543520212173462,False,False
FAQ0421,FAQ0424,INT002,Arabic,Russian,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟,Какова гостиничная классификация Nile Pearl Hotel?,0.9543012380599976,False,False
FAQ0023,FAQ0291,INT001,French,French,Je prépare ma voyage à Cairo et j'hésite entre plusieurs hôtels. J'aimerais savoir où se trouve l'hôtel Nile Pearl Hotel?,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",0.9542773365974426,False,False
FAQ0003,FAQ0019,INT001,English,French,In which city is Nile Pearl Hotel located?,Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?,0.9542475938796997,False,False
FAQ0043,FAQ0262,INT002,Arabic,English,كيف يتم تصنيف Nile Pearl Hotel ضمن فئات الفنادق؟,What hotel category is Nile Pearl Hotel?,0.9541503190994263,False,False
FAQ0136,FAQ0149,INT005,English,French,By what time should I leave my room when checking out of Nile Pearl Hotel?,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,0.9541186094284058,False,False
FAQ0178,FAQ0181,INT006,French,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel?,"Puis-je demander un enregistrement anticipé au Nile Pearl Hotel, et comment puis-je confirmer sa disponibilité ?",0.9539419412612915,False,False
FAQ0058,FAQ0059,INT002,Russian,Russian,Какая категория отеля является для Nile Pearl Hotel?,В каком классе отеля находится Nile Pearl Hotel?,0.9536734819412231,False,False
FAQ0010,FAQ0259,INT001,Arabic,French,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,0.9536234140396118,False,False
FAQ0209,FAQ0212,INT007,French,French,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?","Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",0.9535236954689026,False,False
FAQ0013,FAQ0417,INT001,Arabic,Arabic,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,كيف يمكنني معرفة موقع Nile Pearl Hotel داخل القاهرة؟,0.9535216093063354,False,False
FAQ0036,FAQ0053,INT002,English,French,What is the star classification of Nile Pearl Hotel?,Quelle est la categorisation étoile du Nile Pearl Hotel?,0.953517496585846,False,False
FAQ0108,FAQ0109,INT004,Arabic,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,0.9534807801246643,False,False
FAQ0017,FAQ0020,INT001,French,French,Où se trouve l'hôtel Nile Pearl Hotel?,Quel est le nom de la ville où se trouve l'hôtel Nile Pearl Hotel ?,0.9533427357673645,False,False
FAQ0100,FAQ0102,INT004,English,English,What time is check-in usually available at Nile Pearl Hotel?,At what time can I normally check in at Nile Pearl Hotel?,0.9533331394195557,False,False
FAQ0048,FAQ0056,INT002,Arabic,French,أثناء التخطيط لرحلتي إلى مصر واختيار مكان للإقامة، أفكر في Nile Pearl Hotel. ما تصنيف الفندق من حيث عدد النجوم؟,"Pour choisir mon hôtel lors de mon voyage en Égypte, j'envisage le Nile Pearl Hotel. Combien d'étoiles lui sont attribuées?",0.9533281326293945,False,False
FAQ0013,FAQ0418,INT001,Arabic,English,في أي جزء من القاهرة يقع فندق Nile Pearl Hotel؟,How can I identify the location of Nile Pearl Hotel within Cairo?,0.9532043933868408,False,False
FAQ0005,FAQ0010,INT001,English,Arabic,Where can I find the Nile Pearl Hotel?,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,0.953150749206543,False,False
FAQ0391,FAQ0392,INT002,French,Russian,"Avant de réserver une chambre, comment puis-je savoir à quelle catégorie appartient le Nile Pearl Hotel ?","Перед бронированием номера как узнать, к какой категории относится Nile Pearl Hotel?",0.9531260132789612,False,False
FAQ0058,FAQ0061,INT002,Russian,Russian,Какая категория отеля является для Nile Pearl Hotel?,К какому уровню или категории относится Nile Pearl Hotel?,0.9531074166297913,False,False
FAQ0257,FAQ0418,INT001,Arabic,English,إذا أردت معرفة موقع الفندق بالنسبة لمناطق القاهرة، فأين يوجد Nile Pearl Hotel؟,How can I identify the location of Nile Pearl Hotel within Cairo?,0.9530999064445496,False,False
FAQ0004,FAQ0260,INT001,English,Russian,In which city can I find the Nile Pearl Hotel?,В каком районе города находится отель Nile Pearl Hotel?,0.9530928134918213,False,False
FAQ0124,FAQ0127,INT004,Russian,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,"Здравствуйте, я планирую приехать в Nile Pearl Hotel. В какое время обычно можно заселиться?",0.9530907273292542,False,False
FAQ0033,FAQ0042,INT002,English,Arabic,How many stars is Nile Pearl Hotel rated?,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,0.9530399441719055,False,False
FAQ0005,FAQ0027,INT001,English,Russian,Where can I find the Nile Pearl Hotel?,Где расположен отель Nile Pearl Hotel?,0.9530289173126221,False,False
FAQ0058,FAQ0294,INT002,Russian,English,Какая категория отеля является для Nile Pearl Hotel?,I am planning to stay at Nile Pearl Hotel; what category is the hotel?,0.9530127644538879,False,False
FAQ0261,FAQ0456,INT002,Arabic,Russian,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,Сколько звёзд у Nile Pearl Hotel?,0.9529684782028198,False,True
FAQ0022,FAQ0385,INT001,French,Arabic,Où est situé exactement l'hôtel Nile Pearl Hotel?,في أي مدينة يوجد Nile Pearl Hotel؟,0.9529398083686829,False,False
FAQ0172,FAQ0173,INT006,Arabic,Arabic,هل يمكنني الوصول إلى الغرفة في Nile Pearl Hotel قبل الوقت المعتاد وتسجيل الوصول مبكرًا؟,هل يمكنني الوصول إلى الفندق وتسجيل الوصول مبكرًا قبل الوقت المعتاد في Nile Pearl Hotel؟,0.9528359174728394,False,False
