faq_id_1,faq_id_2,intent_1,intent_2,language_1,language_2,question_1,question_2,similarity,in_batch_1,in_batch_2
FAQ0119,FAQ0133,INT004,INT005,French,English,"Bonjour, j'aimerais réserver une chambre à l'hôtel Nile Pearl Hotel. À quelle heure puis-je faire le check-in?",What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9015167951583862,False,False
FAQ0110,FAQ0180,INT004,INT006,Arabic,French,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,Peut-on demander un enregistrement anticipé au Nile Pearl Hotel avant l'heure normale?,0.9014401435852051,False,False
FAQ0158,FAQ0461,INT005,INT004,Russian,Arabic,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,0.9012205004692078,False,True
FAQ0126,FAQ0469,INT004,INT006,Russian,Arabic,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.901089072227478,False,True
FAQ0157,FAQ0336,INT005,INT004,Russian,Russian,До какого времени гости должны завершить выселение из Nile Pearl Hotel?,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.901055097579956,False,False
FAQ0005,FAQ0059,INT001,INT002,English,Russian,Where can I find the Nile Pearl Hotel?,В каком классе отеля находится Nile Pearl Hotel?,0.9010187387466431,False,False
FAQ0109,FAQ0153,INT004,INT005,Arabic,Russian,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,Когда требуется выселение из отеля Nile Pearl Hotel?,0.9009383916854858,False,False
FAQ0108,FAQ0173,INT004,INT006,Arabic,Arabic,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,هل يمكنني الوصول إلى الفندق وتسجيل الوصول مبكرًا قبل الوقت المعتاد في Nile Pearl Hotel؟,0.9009331464767456,False,False
FAQ0021,FAQ0058,INT001,INT002,French,Russian,Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?,Какая категория отеля является для Nile Pearl Hotel?,0.9008363485336304,False,False
FAQ0058,FAQ0452,INT002,INT001,Russian,Russian,Какая категория отеля является для Nile Pearl Hotel?,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",0.900836169719696,False,True
FAQ0127,FAQ0147,INT004,INT005,Russian,French,"Здравствуйте, я планирую приехать в Nile Pearl Hotel. В какое время обычно можно заселиться?",À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,0.9008170366287231,False,False
FAQ0259,FAQ0455,INT001,INT002,French,French,Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?,Quelle est la catégorie du Nile Pearl Hotel ?,0.9007033109664917,False,True
FAQ0124,FAQ0133,INT004,INT005,Russian,English,В какое время обычно можно заселиться в Nile Pearl Hotel?,What is the designated time by which I need to check out by at Nile Pearl Hotel?,0.9006426334381104,False,False
FAQ0109,FAQ0171,INT004,INT006,Arabic,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,هل يمكن للضيوف في Nile Pearl Hotel تسجيل الوصول مبكرًا؟,0.9006024599075317,False,False
FAQ0107,FAQ0158,INT004,INT005,Arabic,Russian,في أي وقت يمكن للنزلاء تسجيل الوصول إلى غرفهم في فندق Nile Pearl Hotel؟,Какое стандартное время выезда у гостиницы Nile Pearl Hotel?,0.9005271792411804,False,False
FAQ0025,FAQ0424,INT001,INT002,Russian,Russian,По какому адресу находится отель Nile Pearl Hotel?,Какова гостиничная классификация Nile Pearl Hotel?,0.9005164504051208,False,False
FAQ0188,FAQ0202,INT006,INT007,Russian,Arabic,Могу ли я заранее приехать в Nile Pearl Hotel и забронировать номер до времени обычного заезда?,هل يمكنني طلب تسجيل خروج متأخر في Nile Pearl Hotel، وما الشروط المطلوبة؟,0.9003888964653015,False,False
FAQ0010,FAQ0423,INT001,INT002,Arabic,French,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9003469944000244,False,False
FAQ0212,FAQ0439,INT007,INT006,French,French,"Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",L'arrivée anticipée est-elle disponible sur demande au Nile Pearl Hotel ?,0.900345504283905,False,False
FAQ0176,FAQ0333,INT006,INT004,Arabic,Arabic,هل يمكنني الوصول إلى Nile Pearl Hotel قبل الوقت المعتاد وتحديدًا في الساعة العاشرة صباحاً وتسجيل الوصول مبكرًا؟,في أي ساعة يمكن للنزلاء بدء إجراءات الوصول إلى Nile Pearl Hotel؟,0.9003275632858276,False,False
FAQ0260,FAQ0423,INT001,INT002,Russian,French,В каком районе города находится отель Nile Pearl Hotel?,Quelle est la classification hôtelière du Nile Pearl Hotel ?,0.9002914428710938,False,False
FAQ0336,FAQ0459,INT004,INT003,Russian,French,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,0.9002072215080261,False,True
FAQ0108,FAQ0468,INT004,INT005,Arabic,Russian,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9002032279968262,False,True
FAQ0125,FAQ0296,INT004,INT002,Russian,Russian,Когда стандартно можно заселиться в отель Nile Pearl Hotel?,Я планирую остановиться в Nile Pearl Hotel; к какой категории относится этот отель?,0.900068998336792,False,False
