faq_id_1,faq_id_2,intent_1,intent_2,language_1,language_2,question_1,question_2,similarity
FAQ0454,FAQ0480,INT002,INT008,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6142476797103882
FAQ0451,FAQ0480,INT001,INT008,French,Russian,Dans quelle ville se trouve le Nile Pearl Hotel ?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6141765117645264
FAQ0449,FAQ0480,INT001,INT008,Arabic,Russian,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6140528917312622
FAQ0453,FAQ0473,INT002,INT007,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.6139868497848511
FAQ0450,FAQ0478,INT001,INT008,English,English,Which city is home to the Nile Pearl Hotel?,What identification is required to complete check-in at Nile Pearl Hotel?,0.613024115562439
FAQ0453,FAQ0466,INT002,INT005,Arabic,English,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,What is the standard check-out time at Nile Pearl Hotel?,0.6097685098648071
FAQ0464,FAQ0479,INT004,INT008,Russian,French,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.6081750392913818
FAQ0454,FAQ0468,INT002,INT005,English,Russian,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.607286810874939
FAQ0449,FAQ0467,INT001,INT005,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.6072816848754883
FAQ0464,FAQ0480,INT004,INT008,Russian,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6071734428405762
FAQ0450,FAQ0480,INT001,INT008,English,Russian,Which city is home to the Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.6051889061927795
FAQ0454,FAQ0469,INT002,INT006,English,Arabic,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.6032971143722534
FAQ0450,FAQ0466,INT001,INT005,English,English,Which city is home to the Nile Pearl Hotel?,What is the standard check-out time at Nile Pearl Hotel?,0.6018341183662415
FAQ0465,FAQ0472,INT005,INT006,Arabic,Russian,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5962363481521606
FAQ0456,FAQ0480,INT002,INT008,Russian,Russian,Сколько звёзд у Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.5956416130065918
FAQ0451,FAQ0479,INT001,INT008,French,French,Dans quelle ville se trouve le Nile Pearl Hotel ?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5954923629760742
FAQ0460,FAQ0474,INT003,INT007,Russian,English,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?","If I need to leave later than the standard time, can I request a late check-out?",0.5947422981262207
FAQ0456,FAQ0469,INT002,INT006,Russian,Arabic,Сколько звёзд у Nile Pearl Hotel?,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.5934025049209595
FAQ0449,FAQ0478,INT001,INT008,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,What identification is required to complete check-in at Nile Pearl Hotel?,0.5930209755897522
FAQ0453,FAQ0479,INT002,INT008,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5928080081939697
FAQ0454,FAQ0479,INT002,INT008,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5896817445755005
FAQ0465,FAQ0474,INT005,INT007,Arabic,English,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,"If I need to leave later than the standard time, can I request a late check-out?",0.5893038511276245
FAQ0462,FAQ0479,INT004,INT008,English,French,From what time can guests normally check in at Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5875074863433838
FAQ0453,FAQ0469,INT002,INT006,Arabic,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.5868552923202515
FAQ0457,FAQ0479,INT003,INT008,Arabic,French,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5867681503295898
FAQ0456,FAQ0479,INT002,INT008,Russian,French,Сколько звёзд у Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5863693952560425
FAQ0463,FAQ0473,INT004,INT007,French,Arabic,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.584926962852478
FAQ0475,FAQ0476,INT007,INT007,French,Russian,Le départ tardif est-il possible au Nile Pearl Hotel ?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5843532085418701
FAQ0449,FAQ0466,INT001,INT005,Arabic,English,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,What is the standard check-out time at Nile Pearl Hotel?,0.5841141939163208
FAQ0453,FAQ0480,INT002,INT008,Arabic,Russian,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.5839896202087402
FAQ0450,FAQ0479,INT001,INT008,English,French,Which city is home to the Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5826594233512878
FAQ0458,FAQ0476,INT003,INT007,English,Russian,"If I need help at the front desk late at night, will the reception be available?","Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5791550874710083
FAQ0466,FAQ0474,INT005,INT007,English,English,What is the standard check-out time at Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.5785818696022034
FAQ0460,FAQ0472,INT003,INT006,Russian,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?","Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5784426927566528
FAQ0463,FAQ0474,INT004,INT007,French,English,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?","If I need to leave later than the standard time, can I request a late check-out?",0.576622486114502
FAQ0467,FAQ0478,INT005,INT008,French,English,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",What identification is required to complete check-in at Nile Pearl Hotel?,0.5731828212738037
FAQ0465,FAQ0468,INT005,INT005,Arabic,Russian,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.5722802877426147
FAQ0454,FAQ0466,INT002,INT005,English,English,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,What is the standard check-out time at Nile Pearl Hotel?,0.5704441070556641
FAQ0473,FAQ0474,INT007,INT007,Arabic,English,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,"If I need to leave later than the standard time, can I request a late check-out?",0.5702342987060547
FAQ0452,FAQ0479,INT001,INT008,Russian,French,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5698654651641846
FAQ0453,FAQ0467,INT002,INT005,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.5656933784484863
FAQ0466,FAQ0479,INT005,INT008,English,French,What is the standard check-out time at Nile Pearl Hotel?,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5649405121803284
FAQ0466,FAQ0480,INT005,INT008,English,Russian,What is the standard check-out time at Nile Pearl Hotel?,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.5647094249725342
FAQ0469,FAQ0476,INT006,INT007,Arabic,Russian,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5624051094055176
FAQ0460,FAQ0473,INT003,INT007,Russian,Arabic,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.5590862035751343
FAQ0449,FAQ0479,INT001,INT008,Arabic,French,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.5572035312652588
FAQ0467,FAQ0480,INT005,INT008,French,Russian,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.5516401529312134
FAQ0459,FAQ0463,INT003,INT004,French,French,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.5508254170417786
FAQ0464,FAQ0472,INT004,INT006,Russian,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5431469082832336
FAQ0472,FAQ0473,INT006,INT007,Russian,Arabic,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.5417413711547852
FAQ0462,FAQ0476,INT004,INT007,English,Russian,From what time can guests normally check in at Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5386724472045898
FAQ0467,FAQ0479,INT005,INT008,French,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.536353349685669
FAQ0468,FAQ0476,INT005,INT007,Russian,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.536087691783905
FAQ0467,FAQ0472,INT005,INT006,French,Russian,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?","Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5315321087837219
FAQ0464,FAQ0465,INT004,INT005,Russian,Arabic,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.5292564630508423
FAQ0468,FAQ0472,INT005,INT006,Russian,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5268693566322327
FAQ0466,FAQ0476,INT005,INT007,English,Russian,What is the standard check-out time at Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5249150991439819
FAQ0462,FAQ0472,INT004,INT006,English,Russian,From what time can guests normally check in at Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5225731134414673
FAQ0470,FAQ0476,INT006,INT007,English,Russian,Can I request an early check-in before the normal check-in time?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.5224032998085022
FAQ0461,FAQ0472,INT004,INT006,Arabic,Russian,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5221214294433594
FAQ0469,FAQ0474,INT006,INT007,Arabic,English,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,"If I need to leave later than the standard time, can I request a late check-out?",0.5196399688720703
FAQ0454,FAQ0467,INT002,INT005,English,French,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.5189470648765564
FAQ0458,FAQ0459,INT003,INT003,English,French,"If I need help at the front desk late at night, will the reception be available?",La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,0.5163651704788208
FAQ0465,FAQ0466,INT005,INT005,Arabic,English,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,What is the standard check-out time at Nile Pearl Hotel?,0.515596866607666
FAQ0463,FAQ0477,INT004,INT008,French,Arabic,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.5150381326675415
FAQ0457,FAQ0463,INT003,INT004,Arabic,French,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.5140406489372253
FAQ0463,FAQ0471,INT004,INT006,French,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.5119754076004028
FAQ0460,FAQ0463,INT003,INT004,Russian,French,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?","Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.5088143348693848
FAQ0466,FAQ0472,INT005,INT006,English,Russian,What is the standard check-out time at Nile Pearl Hotel?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.5065493583679199
FAQ0460,FAQ0469,INT003,INT006,Russian,Arabic,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.5039719343185425
FAQ0460,FAQ0477,INT003,INT008,Russian,Arabic,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.499453604221344
FAQ0462,FAQ0465,INT004,INT005,English,Arabic,From what time can guests normally check in at Nile Pearl Hotel?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.49943339824676514
FAQ0463,FAQ0475,INT004,INT007,French,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.49868202209472656
FAQ0474,FAQ0475,INT007,INT007,English,French,"If I need to leave later than the standard time, can I request a late check-out?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.49848321080207825
FAQ0458,FAQ0474,INT003,INT007,English,English,"If I need help at the front desk late at night, will the reception be available?","If I need to leave later than the standard time, can I request a late check-out?",0.497722327709198
FAQ0461,FAQ0465,INT004,INT005,Arabic,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.4964798092842102
FAQ0466,FAQ0470,INT005,INT006,English,English,What is the standard check-out time at Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,0.4902724325656891
FAQ0460,FAQ0471,INT003,INT006,Russian,French,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.4901472330093384
FAQ0467,FAQ0474,INT005,INT007,French,English,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?","If I need to leave later than the standard time, can I request a late check-out?",0.48973727226257324
FAQ0462,FAQ0474,INT004,INT007,English,English,From what time can guests normally check in at Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.48740118741989136
FAQ0465,FAQ0473,INT005,INT007,Arabic,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.48621171712875366
FAQ0452,FAQ0463,INT001,INT004,Russian,French,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?","Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.4769499599933624
FAQ0458,FAQ0473,INT003,INT007,English,Arabic,"If I need help at the front desk late at night, will the reception be available?",هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,0.47616463899612427
FAQ0457,FAQ0458,INT003,INT003,Arabic,English,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"If I need help at the front desk late at night, will the reception be available?",0.471784770488739
FAQ0472,FAQ0475,INT006,INT007,Russian,French,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.46564361453056335
FAQ0471,FAQ0472,INT006,INT006,French,Russian,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.4624994397163391
FAQ0468,FAQ0474,INT005,INT007,Russian,English,К какому времени нужно освободить номер в Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.461174339056015
FAQ0465,FAQ0475,INT005,INT007,Arabic,French,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,Le départ tardif est-il possible au Nile Pearl Hotel ?,0.4595752954483032
FAQ0460,FAQ0478,INT003,INT008,Russian,English,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",What identification is required to complete check-in at Nile Pearl Hotel?,0.4555949568748474
FAQ0463,FAQ0478,INT004,INT008,French,English,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",What identification is required to complete check-in at Nile Pearl Hotel?,0.45502832531929016
FAQ0459,FAQ0476,INT003,INT007,French,Russian,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.4516575038433075
FAQ0465,FAQ0469,INT005,INT006,Arabic,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.44867122173309326
FAQ0464,FAQ0476,INT004,INT007,Russian,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.44843482971191406
FAQ0458,FAQ0463,INT003,INT004,English,French,"If I need help at the front desk late at night, will the reception be available?","Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.44839203357696533
FAQ0469,FAQ0470,INT006,INT006,Arabic,English,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,Can I request an early check-in before the normal check-in time?,0.4445863962173462
FAQ0476,FAQ0477,INT007,INT008,Russian,Arabic,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.44297099113464355
FAQ0458,FAQ0462,INT003,INT004,English,English,"If I need help at the front desk late at night, will the reception be available?",From what time can guests normally check in at Nile Pearl Hotel?,0.44130373001098633
FAQ0461,FAQ0476,INT004,INT007,Arabic,Russian,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.4408358037471771
FAQ0472,FAQ0477,INT006,INT008,Russian,Arabic,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.43937182426452637
FAQ0471,FAQ0476,INT006,INT007,French,Russian,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.4382103979587555
FAQ0458,FAQ0472,INT003,INT006,English,Russian,"If I need help at the front desk late at night, will the reception be available?","Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.4361931085586548
FAQ0458,FAQ0466,INT003,INT005,English,English,"If I need help at the front desk late at night, will the reception be available?",What is the standard check-out time at Nile Pearl Hotel?,0.43454086780548096
FAQ0459,FAQ0465,INT003,INT005,French,Arabic,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.4282118082046509
FAQ0458,FAQ0471,INT003,INT006,English,French,"If I need help at the front desk late at night, will the reception be available?",Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,0.42277759313583374
FAQ0460,FAQ0479,INT003,INT008,Russian,French,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.41986513137817383
FAQ0458,FAQ0465,INT003,INT005,English,Arabic,"If I need help at the front desk late at night, will the reception be available?",ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.4192126989364624
FAQ0463,FAQ0470,INT004,INT006,French,English,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Can I request an early check-in before the normal check-in time?,0.415325790643692
FAQ0460,FAQ0470,INT003,INT006,Russian,English,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Can I request an early check-in before the normal check-in time?,0.407218873500824
FAQ0458,FAQ0469,INT003,INT006,English,Arabic,"If I need help at the front desk late at night, will the reception be available?",إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,0.4056641757488251
FAQ0458,FAQ0477,INT003,INT008,English,Arabic,"If I need help at the front desk late at night, will the reception be available?",عند الوصول إلى Nile Pearl Hotel، ماذا أحتاج لإتمام إجراءات تسجيل الوصول؟,0.40489399433135986
FAQ0458,FAQ0475,INT003,INT007,English,French,"If I need help at the front desk late at night, will the reception be available?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.4048523008823395
FAQ0462,FAQ0470,INT004,INT006,English,English,From what time can guests normally check in at Nile Pearl Hotel?,Can I request an early check-in before the normal check-in time?,0.40482133626937866
FAQ0459,FAQ0472,INT003,INT006,French,Russian,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?,"Если я приеду раньше стандартного времени, могу ли я попросить о раннем заселении?",0.40337496995925903
FAQ0460,FAQ0467,INT003,INT005,Russian,French,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?","Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.40270471572875977
FAQ0460,FAQ0468,INT003,INT005,Russian,Russian,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",К какому времени нужно освободить номер в Nile Pearl Hotel?,0.40187036991119385
FAQ0457,FAQ0476,INT003,INT007,Arabic,Russian,هل تعمل خدمة الاستقبال في Nile Pearl Hotel طوال اليوم؟,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",0.40159302949905396
FAQ0463,FAQ0479,INT004,INT008,French,French,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,0.3997834026813507
FAQ0460,FAQ0465,INT003,INT005,Russian,Arabic,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,0.39828598499298096
FAQ0463,FAQ0480,INT004,INT008,French,Russian,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,0.3974124491214752
FAQ0460,FAQ0466,INT003,INT005,Russian,English,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",What is the standard check-out time at Nile Pearl Hotel?,0.39632096886634827
FAQ0476,FAQ0478,INT007,INT008,Russian,English,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",What identification is required to complete check-in at Nile Pearl Hotel?,0.39518725872039795
FAQ0458,FAQ0468,INT003,INT005,English,Russian,"If I need help at the front desk late at night, will the reception be available?",К какому времени нужно освободить номер в Nile Pearl Hotel?,0.3951061964035034
FAQ0460,FAQ0475,INT003,INT007,Russian,French,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",Le départ tardif est-il possible au Nile Pearl Hotel ?,0.3928019404411316
FAQ0458,FAQ0467,INT003,INT005,English,French,"If I need help at the front desk late at night, will the reception be available?","Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",0.39279186725616455
FAQ0461,FAQ0474,INT004,INT007,Arabic,English,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,"If I need to leave later than the standard time, can I request a late check-out?",0.3892936110496521
FAQ0453,FAQ0463,INT002,INT004,Arabic,French,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.38897228240966797
FAQ0464,FAQ0474,INT004,INT007,Russian,English,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,"If I need to leave later than the standard time, can I request a late check-out?",0.38326597213745117
FAQ0456,FAQ0463,INT002,INT004,Russian,French,Сколько звёзд у Nile Pearl Hotel?,"Si j'arrive à l'hôtel le jour de mon séjour, à partir de quelle heure puis-je normalement m'enregistrer ?",0.37771832942962646
FAQ0460,FAQ0462,INT003,INT004,Russian,English,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?",From what time can guests normally check in at Nile Pearl Hotel?,0.376910001039505
FAQ0465,FAQ0470,INT005,INT006,Arabic,English,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,Can I request an early check-in before the normal check-in time?,0.37620532512664795
