booking_id,customer_id,room_id,room_type_id,check_in,check_out,nights,adults,children,booking_status,booking_channel,price_per_night,total_amount
B010486,C002395,R212,RT004,2027-02-08,2027-02-14,6,3,2,Confirmed,Booking Platform,4400.95,26405.7
B010487,C008015,R101,RT001,2026-10-28,2026-10-30,2,1,0,Cancelled,Travel Agent,2303.76,4607.52
B010488,C008037,R225,RT005,2026-06-25,2026-07-05,10,3,0,Confirmed,Booking Platform,5443.39,54433.9
B010489,C004561,R167,RT003,2026-02-12,2026-02-26,14,2,0,Cancelled,Booking Platform,3194.19,44718.66
B010490,C001828,R201,RT004,2026-02-05,2026-02-10,5,2,1,Confirmed,Phone,4862.7,24313.5
B010491,C001769,R142,RT002,2026-06-19,2026-07-01,12,1,0,Completed,Website,3172.75,38073.0
B010492,C001048,R193,RT004,2027-01-30,2027-02-09,10,3,2,Completed,Mobile App,4848.37,48483.7
B010493,C006194,R206,RT004,2027-05-20,2027-05-29,9,1,0,Confirmed,Booking Platform,3955.0,35595.0
B010494,C000351,R188,RT004,2025-11-20,2025-12-03,13,1,0,Confirmed,Mobile App,4478.34,58218.42
B010495,C005856,R199,RT004,2026-04-21,2026-04-29,8,2,2,Completed,Travel Agent,3674.58,29396.64
B010496,C003758,R202,RT004,2025-10-30,2025-11-05,6,1,0,Completed,Booking Platform,3565.54,21393.24
B010497,C003393,R242,RT006,2026-06-29,2026-07-04,5,1,0,Confirmed,Phone,7550.91,37754.55
B010498,C001013,R119,RT001,2026-12-26,2026-12-30,4,1,1,Completed,Booking Platform,1594.08,6376.32
B010499,C008884,R104,RT001,2026-01-02,2026-01-12,10,1,1,Cancelled,Mobile App,2083.38,20833.8
B010500,C005586,R135,RT002,2027-03-18,2027-04-01,14,2,0,Cancelled,Website,2245.93,31443.02
B010501,C008112,R160,RT003,2025-11-07,2025-11-12,5,1,1,Completed,Website,2332.06,11660.3
B010502,C005167,R120,RT001,2025-09-30,2025-10-10,10,1,1,Completed,Mobile App,1859.21,18592.1
B010503,C002539,R111,RT001,2026-01-15,2026-01-21,6,1,0,Confirmed,Phone,2045.61,12273.66
B010504,C001546,R195,RT004,2026-11-22,2026-11-26,4,3,0,Completed,Mobile App,4357.76,17431.04
B010505,C008131,R189,RT004,2027-04-20,2027-04-21,1,1,1,Cancelled,Mobile App,4138.85,4138.85
B010506,C007865,R249,RT006,2026-05-07,2026-05-19,12,4,2,Confirmed,Mobile App,8344.38,100132.56
B010507,C009561,R170,RT003,2027-05-30,2027-06-07,8,2,0,Confirmed,Booking Platform,3218.09,25744.72
B010508,C000230,R108,RT001,2027-06-17,2027-06-26,9,1,0,Completed,Website,2112.56,19013.04
B010509,C009601,R150,RT002,2025-12-16,2025-12-21,5,2,0,Confirmed,Booking Platform,3029.38,15146.9
B010510,C002137,R140,RT002,2027-06-23,2027-06-27,4,2,0,Completed,Travel Agent,2851.49,11405.96
B010511,C005276,R148,RT002,2026-02-22,2026-02-23,1,1,0,Confirmed,Booking Platform,2524.82,2524.82
B010512,C004932,R126,RT002,2026-03-04,2026-03-06,2,2,0,Completed,Website,2977.18,5954.36
B010513,C001435,R107,RT001,2027-04-08,2027-04-18,10,1,0,Completed,Website,2042.61,20426.1
B010514,C008416,R116,RT001,2026-01-23,2026-02-02,10,1,0,Completed,Booking Platform,1757.14,17571.4
B010515,C004101,R214,RT004,2026-09-16,2026-09-22,6,1,2,Cancelled,Website,4902.16,29412.96
B010516,C003204,R241,RT006,2027-07-06,2027-07-14,8,3,0,Confirmed,Website,8258.81,66070.48
B010517,C006818,R250,RT006,2027-02-25,2027-03-05,8,4,0,Confirmed,Mobile App,6610.21,52881.68
B010518,C003255,R166,RT003,2027-03-30,2027-04-01,2,1,2,Completed,Booking Platform,2405.54,4811.08
B010519,C007753,R222,RT005,2026-02-10,2026-02-18,8,1,1,Cancelled,Website,4766.48,38131.84
B010520,C000033,R183,RT003,2027-07-20,2027-07-23,3,1,0,Completed,Mobile App,3250.48,9751.44
B010521,C002990,R123,RT002,2025-09-28,2025-10-03,5,2,1,Confirmed,Phone,3097.11,15485.55
B010522,C003852,R126,RT002,2027-04-12,2027-04-22,10,2,0,Confirmed,Website,2725.03,27250.3
B010523,C003299,R185,RT003,2025-11-30,2025-12-09,9,2,0,Confirmed,Website,3269.01,29421.09
B010524,C003687,R228,RT005,2027-08-05,2027-08-15,10,2,0,Completed,Website,4711.52,47115.2
B010525,C002887,R153,RT002,2026-03-21,2026-03-31,10,2,0,Confirmed,Booking Platform,2576.94,25769.4
B010526,C002716,R241,RT006,2027-03-20,2027-03-24,4,3,0,Completed,Booking Platform,7293.23,29172.92
B010527,C003583,R175,RT003,2026-10-08,2026-10-18,10,1,1,Completed,Booking Platform,3033.43,30334.3
B010528,C005357,R184,RT003,2026-05-05,2026-05-18,13,1,0,Completed,Website,2603.3,33842.9
B010529,C008286,R219,RT005,2026-05-20,2026-05-23,3,2,1,Completed,Travel Agent,5465.51,16396.53
B010530,C009537,R218,RT005,2026-03-31,2026-04-02,2,1,2,Confirmed,Mobile App,4309.12,8618.24
B010531,C000812,R249,RT006,2025-10-11,2025-10-12,1,2,1,Cancelled,Travel Agent,8393.27,8393.27
B010532,C009703,R233,RT005,2025-11-22,2025-12-05,13,4,0,Confirmed,Website,5573.68,72457.84
B010533,C005921,R164,RT003,2027-04-03,2027-04-15,12,2,0,Confirmed,Phone,3434.69,41216.28
B010534,C001990,R165,RT003,2025-10-12,2025-10-19,7,2,0,Completed,Phone,2509.15,17564.05
B010535,C002888,R238,RT006,2027-01-15,2027-01-29,14,3,0,Completed,Booking Platform,7947.4,111263.6
B010536,C008024,R236,RT006,2026-05-03,2026-05-17,14,3,0,Confirmed,Website,6647.89,93070.46
B010537,C002175,R210,RT004,2027-04-24,2027-05-07,13,2,2,No-show,Travel Agent,4407.52,57297.76
B010538,C001606,R132,RT002,2027-06-09,2027-06-11,2,1,1,Confirmed,Booking Platform,2773.92,5547.84
B010539,C003404,R164,RT003,2025-08-28,2025-09-01,4,1,0,Cancelled,Mobile App,2332.86,9331.44
B010540,C007277,R152,RT002,2026-09-23,2026-10-03,10,2,0,Completed,Booking Platform,2634.71,26347.1
B010541,C000587,R149,RT002,2026-10-07,2026-10-20,13,2,0,Completed,Phone,2611.65,33951.45
B010542,C008257,R117,RT001,2026-03-23,2026-04-06,14,1,0,Confirmed,Mobile App,1541.78,21584.92
B010543,C007480,R147,RT002,2025-10-30,2025-11-06,7,1,0,Confirmed,Mobile App,2584.92,18094.44
B010544,C002507,R162,RT003,2026-12-05,2026-12-12,7,1,0,Confirmed,Mobile App,2756.78,19297.46
B010545,C002819,R192,RT004,2026-09-05,2026-09-19,14,2,1,Completed,Website,3891.34,54478.76
B010546,C002238,R231,RT005,2027-04-25,2027-04-27,2,4,0,Confirmed,Travel Agent,4801.61,9603.22
B010547,C008059,R209,RT004,2026-01-22,2026-02-03,12,1,1,Confirmed,Booking Platform,4339.51,52074.12
B010548,C008702,R189,RT004,2026-06-20,2026-06-26,6,2,0,Completed,Booking Platform,3690.81,22144.86
B010549,C002007,R172,RT003,2027-03-29,2027-04-09,11,2,0,Completed,Mobile App,2645.32,29098.52
B010550,C000126,R163,RT003,2027-03-31,2027-04-04,4,1,2,Completed,Website,2690.15,10760.6
B010551,C009239,R185,RT003,2026-10-15,2026-10-20,5,2,2,Completed,Booking Platform,2390.22,11951.1
B010552,C006311,R126,RT002,2026-01-11,2026-01-13,2,2,0,Completed,Booking Platform,2718.02,5436.04
B010553,C002693,R200,RT004,2025-09-20,2025-09-25,5,3,1,Completed,Mobile App,3693.0,18465.0
B010554,C003337,R154,RT002,2026-03-15,2026-03-19,4,2,1,Completed,Mobile App,2479.35,9917.4
B010555,C008532,R221,RT005,2025-09-06,2025-09-10,4,2,0,Completed,Phone,5392.34,21569.36
B010556,C007994,R135,RT002,2026-12-13,2026-12-16,3,1,0,Cancelled,Travel Agent,3076.15,9228.45
B010557,C003702,R115,RT001,2025-10-11,2025-10-17,6,1,2,Confirmed,Booking Platform,2260.98,13565.88
B010558,C002586,R205,RT004,2025-10-23,2025-11-04,12,3,0,Completed,Phone,4900.07,58800.84
B010559,C004450,R155,RT002,2027-06-26,2027-06-30,4,2,0,Completed,Mobile App,2269.85,9079.4
B010560,C006257,R229,RT005,2026-10-23,2026-10-31,8,4,0,Completed,Website,4159.19,33273.52
B010561,C005344,R249,RT006,2025-09-13,2025-09-24,11,4,0,Cancelled,Website,6211.94,68331.34
B010562,C008739,R110,RT001,2026-03-23,2026-03-24,1,1,1,Completed,Mobile App,1899.15,1899.15
B010563,C000188,R240,RT006,2026-10-01,2026-10-08,7,2,0,Completed,Booking Platform,5712.03,39984.21
B010564,C006965,R149,RT002,2026-05-05,2026-05-17,12,1,0,Confirmed,Booking Platform,3231.05,38772.6
B010565,C002493,R159,RT003,2025-09-21,2025-09-28,7,2,0,Confirmed,Website,2500.59,17504.13
B010566,C002121,R208,RT004,2027-06-08,2027-06-14,6,3,0,Completed,Website,3998.63,23991.78
B010567,C009743,R167,RT003,2025-10-03,2025-10-14,11,2,2,Cancelled,Website,2450.22,26952.42
B010568,C004143,R135,RT002,2025-08-23,2025-08-31,8,1,0,No-show,Booking Platform,2429.65,19437.2
B010569,C005980,R171,RT003,2027-06-05,2027-06-15,10,2,0,Cancelled,Website,3106.5,31065.0
B010570,C002558,R233,RT005,2026-12-04,2026-12-08,4,2,0,Completed,Mobile App,5105.43,20421.72
B010571,C005928,R211,RT004,2026-12-05,2026-12-19,14,2,0,No-show,Mobile App,3991.53,55881.42
B010572,C001966,R184,RT003,2026-12-03,2026-12-10,7,2,2,Completed,Booking Platform,2761.8,19332.6
B010573,C006927,R218,RT005,2026-06-14,2026-06-26,12,2,0,Confirmed,Website,4580.36,54964.32
B010574,C002431,R132,RT002,2027-06-04,2027-06-13,9,1,0,Confirmed,Mobile App,2689.39,24204.51
B010575,C003731,R205,RT004,2026-04-17,2026-04-30,13,1,0,Completed,Phone,4772.27,62039.51
B010576,C001836,R204,RT004,2027-02-24,2027-03-04,8,3,0,Confirmed,Booking Platform,4603.56,36828.48
B010577,C003303,R189,RT004,2027-06-14,2027-06-23,9,2,0,Confirmed,Mobile App,4189.19,37702.71
B010578,C009809,R130,RT002,2026-06-30,2026-07-12,12,1,0,Confirmed,Phone,2376.87,28522.44
B010579,C005871,R176,RT003,2026-02-12,2026-02-21,9,2,0,Cancelled,Travel Agent,2666.79,24001.11
B010580,C009825,R179,RT003,2027-08-12,2027-08-22,10,2,0,Confirmed,Phone,3225.08,32250.8
B010581,C003570,R231,RT005,2026-05-08,2026-05-18,10,2,0,Confirmed,Booking Platform,5339.61,53396.1
B010582,C009921,R164,RT003,2026-05-02,2026-05-10,8,2,2,Confirmed,Website,3011.31,24090.48
B010583,C009175,R203,RT004,2026-03-31,2026-04-03,3,2,0,Confirmed,Travel Agent,4886.68,14660.04
B010584,C002110,R119,RT001,2025-11-09,2025-11-18,9,1,0,Completed,Phone,2190.86,19717.74
B010585,C009473,R138,RT002,2026-10-13,2026-10-21,8,2,0,Confirmed,Mobile App,2294.19,18353.52
B010586,C008713,R234,RT005,2026-08-04,2026-08-14,10,1,0,Completed,Booking Platform,5032.49,50324.9
B010587,C005124,R243,RT006,2026-10-31,2026-11-03,3,3,0,Confirmed,Website,6528.69,19586.07
B010588,C006479,R173,RT003,2027-04-20,2027-04-26,6,2,0,Confirmed,Travel Agent,3212.97,19277.82
B010589,C008692,R164,RT003,2027-03-25,2027-04-01,7,2,0,Confirmed,Mobile App,2355.89,16491.23
B010590,C004819,R217,RT005,2026-01-28,2026-02-01,4,4,1,Completed,Website,4468.48,17873.92
B010591,C009179,R192,RT004,2027-02-04,2027-02-05,1,2,0,Completed,Phone,3780.86,3780.86
B010592,C002474,R231,RT005,2025-11-20,2025-11-21,1,4,0,Completed,Website,4286.95,4286.95
B010593,C008537,R211,RT004,2027-02-19,2027-02-22,3,2,1,Completed,Mobile App,4304.5,12913.5
B010594,C007607,R212,RT004,2026-12-04,2026-12-13,9,3,0,Cancelled,Mobile App,4886.51,43978.59
B010595,C004235,R145,RT002,2027-08-14,2027-08-16,2,1,0,Confirmed,Mobile App,2944.4,5888.8
B010596,C007470,R151,RT002,2025-09-02,2025-09-10,8,1,0,No-show,Travel Agent,2918.32,23346.56
B010597,C004064,R246,RT006,2027-01-16,2027-01-30,14,2,1,Confirmed,Website,6155.61,86178.54
B010598,C001088,R120,RT001,2026-04-25,2026-05-02,7,1,1,Cancelled,Mobile App,2140.31,14982.17
B010599,C006026,R111,RT001,2026-06-16,2026-06-21,5,1,1,Confirmed,Mobile App,2013.66,10068.3
B010600,C006173,R174,RT003,2027-04-20,2027-04-24,4,1,1,Confirmed,Phone,2598.32,10393.28
B010601,C003540,R105,RT001,2026-03-18,2026-03-19,1,1,0,Cancelled,Mobile App,2297.44,2297.44
B010602,C000682,R233,RT005,2026-07-03,2026-07-05,2,4,1,Confirmed,Website,4990.79,9981.58
B010603,C003533,R103,RT001,2025-11-23,2025-11-30,7,1,0,Confirmed,Website,2323.92,16267.44
B010604,C005152,R199,RT004,2026-02-05,2026-02-07,2,2,0,Confirmed,Booking Platform,3817.98,7635.96
B010605,C008458,R119,RT001,2026-02-03,2026-02-17,14,1,0,Confirmed,Website,1938.08,27133.12
B010606,C002044,R234,RT005,2025-10-28,2025-11-06,9,4,0,Completed,Phone,4214.02,37926.18
B010607,C001778,R237,RT006,2027-05-08,2027-05-21,13,1,0,No-show,Website,8181.11,106354.43
B010608,C003951,R208,RT004,2026-02-10,2026-02-16,6,3,0,Completed,Travel Agent,3506.61,21039.66
B010609,C007295,R122,RT002,2027-02-14,2027-02-24,10,2,0,Confirmed,Booking Platform,2180.81,21808.1
B010610,C006186,R159,RT003,2026-01-12,2026-01-16,4,1,1,Completed,Mobile App,2549.52,10198.08
B010611,C008801,R203,RT004,2027-06-18,2027-06-25,7,2,2,Confirmed,Phone,4455.81,31190.67
B010612,C004005,R114,RT001,2026-07-08,2026-07-15,7,1,0,Confirmed,Website,2048.3,14338.1
B010613,C002246,R234,RT005,2026-05-27,2026-06-06,10,4,0,Confirmed,Phone,4261.39,42613.9
B010614,C003940,R213,RT004,2027-07-14,2027-07-21,7,2,0,Confirmed,Website,4652.71,32568.97
B010615,C000495,R147,RT002,2025-09-20,2025-09-29,9,2,0,Cancelled,Mobile App,2598.34,23385.06
B010616,C007391,R235,RT005,2026-12-29,2027-01-06,8,2,0,Confirmed,Website,3863.53,30908.24
B010617,C002325,R148,RT002,2026-01-31,2026-02-01,1,1,0,Completed,Travel Agent,3130.49,3130.49
B010618,C009336,R101,RT001,2027-04-19,2027-04-26,7,1,0,Completed,Booking Platform,1894.05,13258.35
B010619,C009355,R119,RT001,2027-04-14,2027-04-19,5,1,1,Cancelled,Booking Platform,1920.47,9602.35
B010620,C002988,R246,RT006,2026-03-26,2026-03-31,5,4,0,Completed,Website,7490.83,37454.15
B010621,C002263,R141,RT002,2026-01-20,2026-01-26,6,2,0,Completed,Website,3223.96,19343.76
B010622,C000914,R154,RT002,2025-11-11,2025-11-20,9,1,0,Confirmed,Website,2506.44,22557.96
B010623,C006719,R217,RT005,2026-04-16,2026-04-25,9,2,0,Confirmed,Mobile App,4045.79,36412.11
B010624,C005348,R166,RT003,2027-01-23,2027-01-27,4,1,0,Completed,Website,2455.06,9820.24
B010625,C006556,R161,RT003,2026-07-18,2026-07-23,5,2,0,Confirmed,Booking Platform,2322.04,11610.2
B010626,C001473,R208,RT004,2026-07-12,2026-07-25,13,3,0,Confirmed,Website,4583.91,59590.83
B010627,C008345,R249,RT006,2025-10-09,2025-10-19,10,1,2,Confirmed,Mobile App,6958.37,69583.7
B010628,C008018,R112,RT001,2027-01-30,2027-02-05,6,1,0,Confirmed,Website,1771.18,10627.08
B010629,C003623,R109,RT001,2025-12-29,2026-01-08,10,1,0,Confirmed,Booking Platform,1765.38,17653.8
B010630,C006061,R116,RT001,2027-02-06,2027-02-20,14,1,2,Completed,Website,1897.51,26565.14
B010631,C001112,R239,RT006,2027-05-16,2027-05-25,9,1,1,Confirmed,Website,6779.99,61019.91
B010632,C002766,R119,RT001,2027-05-30,2027-06-13,14,1,0,Completed,Mobile App,1799.09,25187.26
B010633,C005377,R238,RT006,2026-07-04,2026-07-05,1,3,0,Completed,Phone,7542.75,7542.75
B010634,C006442,R148,RT002,2026-09-02,2026-09-09,7,1,0,Completed,Booking Platform,2545.89,17821.23
B010635,C004689,R162,RT003,2026-09-17,2026-09-27,10,2,1,Completed,Travel Agent,3388.08,33880.8
B010636,C000345,R128,RT002,2026-08-10,2026-08-14,4,1,0,Confirmed,Website,2480.26,9921.04
B010637,C001281,R250,RT006,2025-12-18,2025-12-21,3,2,0,Cancelled,Website,5917.33,17751.99
B010638,C005213,R206,RT004,2025-11-22,2025-11-27,5,2,0,Completed,Travel Agent,4582.8,22914.0
B010639,C004414,R149,RT002,2025-12-28,2026-01-01,4,1,1,Completed,Travel Agent,2133.08,8532.32
B010640,C003686,R105,RT001,2026-02-23,2026-03-07,12,1,0,Completed,Booking Platform,1661.54,19938.48
B010641,C001934,R149,RT002,2027-01-04,2027-01-13,9,2,0,Completed,Website,3216.45,28948.05
B010642,C005506,R211,RT004,2026-12-13,2026-12-17,4,3,1,Cancelled,Mobile App,4657.61,18630.44
B010643,C005915,R145,RT002,2025-08-24,2025-09-02,9,1,0,No-show,Phone,2650.54,23854.86
B010644,C005904,R132,RT002,2026-08-04,2026-08-11,7,2,1,Completed,Phone,2209.71,15467.97
B010645,C001017,R131,RT002,2027-01-06,2027-01-18,12,2,1,No-show,Booking Platform,2576.41,30916.92
B010646,C008241,R114,RT001,2026-09-05,2026-09-09,4,1,1,Confirmed,Website,2104.03,8416.12
B010647,C009514,R106,RT001,2027-03-11,2027-03-15,4,1,0,Confirmed,Website,1679.24,6716.96
B010648,C003771,R132,RT002,2026-02-04,2026-02-12,8,1,0,Completed,Mobile App,2255.63,18045.04
B010649,C000792,R247,RT006,2026-06-12,2026-06-26,14,1,0,Completed,Website,7100.39,99405.46
B010650,C008852,R222,RT005,2025-12-19,2025-12-24,5,2,0,Confirmed,Booking Platform,5367.64,26838.2
B010651,C006895,R152,RT002,2026-11-02,2026-11-07,5,1,2,Confirmed,Mobile App,3209.27,16046.35
B010652,C008044,R231,RT005,2026-03-01,2026-03-08,7,4,0,Confirmed,Mobile App,4575.72,32030.04
B010653,C009388,R153,RT002,2027-06-25,2027-07-07,12,2,1,Completed,Website,2167.9,26014.8
B010654,C001798,R104,RT001,2027-07-14,2027-07-20,6,1,0,Cancelled,Website,1586.08,9516.48
B010655,C007144,R226,RT005,2026-02-24,2026-02-27,3,3,0,Cancelled,Website,5570.45,16711.35
B010656,C009612,R160,RT003,2026-05-16,2026-05-25,9,1,0,Confirmed,Website,3172.44,28551.96
B010657,C007080,R115,RT001,2025-09-11,2025-09-24,13,1,2,Completed,Travel Agent,2104.13,27353.69
B010658,C002877,R114,RT001,2027-05-21,2027-06-04,14,1,0,Completed,Website,1624.33,22740.62
B010659,C005075,R137,RT002,2027-02-27,2027-03-07,8,2,0,Confirmed,Phone,3095.06,24760.48
B010660,C001373,R145,RT002,2027-01-29,2027-02-05,7,2,0,Confirmed,Mobile App,2359.23,16514.61
B010661,C009783,R227,RT005,2027-05-23,2027-05-31,8,1,0,Confirmed,Mobile App,5377.04,43016.32
B010662,C000133,R171,RT003,2026-09-04,2026-09-06,2,2,0,Confirmed,Booking Platform,3080.72,6161.44
B010663,C003238,R104,RT001,2025-09-03,2025-09-05,2,1,0,Confirmed,Website,2252.51,4505.02
B010664,C006541,R103,RT001,2026-04-15,2026-04-29,14,1,0,Confirmed,Website,1766.66,24733.24
B010665,C005295,R142,RT002,2026-11-03,2026-11-07,4,2,0,Confirmed,Booking Platform,2624.5,10498.0
B010666,C009524,R130,RT002,2026-04-27,2026-05-02,5,1,0,Completed,Phone,3039.57,15197.85
B010667,C008941,R223,RT005,2025-09-21,2025-09-27,6,3,2,Cancelled,Website,4982.8,29896.8
B010668,C008707,R103,RT001,2025-11-16,2025-11-19,3,1,1,Confirmed,Mobile App,1534.16,4602.48
B010669,C000490,R149,RT002,2026-09-28,2026-10-12,14,2,0,Completed,Phone,2811.39,39359.46
B010670,C005045,R186,RT004,2026-01-26,2026-02-03,8,1,0,Confirmed,Booking Platform,4833.08,38664.64
B010671,C001494,R176,RT003,2026-09-21,2026-10-05,14,1,0,Completed,Booking Platform,3366.64,47132.96
B010672,C003211,R229,RT005,2025-10-29,2025-11-11,13,1,1,Confirmed,Booking Platform,4006.0,52078.0
B010673,C007108,R214,RT004,2026-03-10,2026-03-17,7,3,0,Completed,Travel Agent,4425.93,30981.51
B010674,C006017,R235,RT005,2025-09-14,2025-09-25,11,2,0,No-show,Mobile App,4848.92,53338.12
B010675,C006164,R157,RT003,2027-06-27,2027-07-05,8,2,0,Completed,Website,3214.61,25716.88
B010676,C000317,R112,RT001,2026-06-01,2026-06-03,2,1,0,Completed,Website,2246.34,4492.68
B010677,C000070,R173,RT003,2025-12-07,2025-12-09,2,1,2,Confirmed,Booking Platform,2784.59,5569.18
B010678,C009376,R197,RT004,2026-10-06,2026-10-18,12,2,0,Cancelled,Mobile App,3614.48,43373.76
B010679,C009283,R188,RT004,2027-05-10,2027-05-11,1,3,0,Confirmed,Travel Agent,4589.96,4589.96
B010680,C002855,R181,RT003,2027-02-26,2027-03-03,5,1,0,Cancelled,Travel Agent,3418.46,17092.3
B010681,C005891,R171,RT003,2027-04-27,2027-04-28,1,1,1,Confirmed,Phone,2969.04,2969.04
B010682,C009222,R238,RT006,2027-02-15,2027-02-18,3,1,0,Confirmed,Mobile App,6635.32,19905.96
B010683,C007850,R151,RT002,2027-02-16,2027-02-25,9,1,1,Completed,Booking Platform,2312.12,20809.08
B010684,C001269,R140,RT002,2026-02-24,2026-02-27,3,1,1,Completed,Mobile App,2490.53,7471.59
B010685,C009357,R102,RT001,2027-05-15,2027-05-22,7,1,0,Confirmed,Website,1776.16,12433.12
B010686,C005659,R142,RT002,2025-11-25,2025-12-07,12,2,0,Confirmed,Travel Agent,2703.37,32440.44
B010687,C009720,R218,RT005,2025-12-05,2025-12-15,10,3,0,Confirmed,Booking Platform,5104.69,51046.9
B010688,C007787,R143,RT002,2027-07-10,2027-07-12,2,2,0,Confirmed,Website,3205.38,6410.76
B010689,C002414,R231,RT005,2026-07-28,2026-07-30,2,1,1,Completed,Website,4230.92,8461.84
B010690,C005746,R120,RT001,2027-04-28,2027-05-07,9,1,0,Confirmed,Phone,1950.24,17552.16
B010691,C004053,R141,RT002,2025-11-07,2025-11-09,2,1,0,Completed,Website,3078.28,6156.56
B010692,C008013,R143,RT002,2027-06-01,2027-06-14,13,2,1,Completed,Phone,3202.33,41630.29
B010693,C002852,R138,RT002,2027-06-11,2027-06-16,5,1,0,Confirmed,Mobile App,2591.89,12959.45
B010694,C004536,R215,RT004,2027-02-09,2027-02-15,6,2,0,Completed,Website,3457.27,20743.62
B010695,C006760,R178,RT003,2026-02-22,2026-02-23,1,2,1,Confirmed,Mobile App,3028.19,3028.19
B010696,C009125,R196,RT004,2026-04-18,2026-04-23,5,3,0,Confirmed,Website,3629.78,18148.9
B010697,C005806,R179,RT003,2027-03-05,2027-03-16,11,1,0,No-show,Travel Agent,2583.68,28420.48
B010698,C004549,R184,RT003,2027-02-01,2027-02-09,8,1,1,Completed,Booking Platform,3319.45,26555.6
B010699,C004093,R213,RT004,2027-05-25,2027-05-31,6,2,1,Confirmed,Booking Platform,4164.86,24989.16
B010700,C004452,R213,RT004,2027-06-08,2027-06-13,5,2,1,No-show,Travel Agent,4840.9,24204.5
B010701,C004660,R236,RT006,2026-06-29,2026-07-09,10,4,0,Confirmed,Website,7912.43,79124.3
B010702,C001448,R194,RT004,2025-10-24,2025-10-30,6,2,2,Confirmed,Website,3730.15,22380.9
B010703,C006390,R153,RT002,2025-11-26,2025-11-28,2,2,2,No-show,Mobile App,2374.59,4749.18
B010704,C002348,R189,RT004,2027-02-01,2027-02-03,2,2,0,Completed,Website,4918.01,9836.02
B010705,C007766,R213,RT004,2027-02-09,2027-02-20,11,1,0,Confirmed,Booking Platform,3619.14,39810.54
B010706,C008823,R178,RT003,2026-09-25,2026-09-30,5,2,0,Completed,Mobile App,3069.41,15347.05
B010707,C001122,R175,RT003,2026-05-09,2026-05-12,3,1,2,Confirmed,Website,2501.75,7505.25
B010708,C005057,R174,RT003,2026-01-28,2026-02-03,6,2,0,Completed,Booking Platform,2839.66,17037.96
B010709,C000290,R156,RT003,2027-07-31,2027-08-11,11,1,0,Completed,Phone,2359.12,25950.32
B010710,C004565,R208,RT004,2026-12-10,2026-12-11,1,2,0,Confirmed,Website,4167.33,4167.33
B010711,C007982,R189,RT004,2026-01-16,2026-01-20,4,2,0,Completed,Booking Platform,3695.13,14780.52
B010712,C001257,R230,RT005,2025-11-26,2025-11-28,2,1,0,Confirmed,Website,5301.5,10603.0
B010713,C005514,R231,RT005,2026-02-18,2026-02-20,2,4,1,Completed,Booking Platform,5768.66,11537.32
B010714,C007211,R139,RT002,2026-06-28,2026-07-04,6,1,0,Completed,Website,3236.09,19416.54
B010715,C007584,R198,RT004,2026-01-10,2026-01-18,8,3,1,Confirmed,Travel Agent,4919.8,39358.4
B010716,C000236,R249,RT006,2027-06-30,2027-07-09,9,2,0,Confirmed,Booking Platform,7689.73,69207.57
B010717,C008598,R131,RT002,2025-10-18,2025-10-27,9,2,1,Cancelled,Phone,2821.47,25393.23
B010718,C001309,R219,RT005,2027-02-25,2027-03-09,12,2,0,Confirmed,Travel Agent,4541.41,54496.92
B010719,C003655,R140,RT002,2026-03-03,2026-03-16,13,1,0,Confirmed,Mobile App,2419.5,31453.5
B010720,C004366,R102,RT001,2025-08-18,2025-08-20,2,1,2,Cancelled,Website,1613.22,3226.44
B010721,C005641,R173,RT003,2026-03-25,2026-04-06,12,1,0,Confirmed,Website,2904.94,34859.28
B010722,C002576,R193,RT004,2026-02-21,2026-03-04,11,3,0,Completed,Travel Agent,4013.42,44147.62
B010723,C001202,R198,RT004,2026-01-26,2026-02-07,12,2,2,No-show,Website,3528.97,42347.64
B010724,C002580,R178,RT003,2027-06-27,2027-07-11,14,1,0,Completed,Booking Platform,3437.44,48124.16
B010725,C007279,R165,RT003,2025-10-21,2025-10-31,10,2,0,Cancelled,Booking Platform,2566.65,25666.5
B010726,C002417,R204,RT004,2026-12-24,2026-12-28,4,2,0,Completed,Travel Agent,3376.9,13507.6
B010727,C007606,R216,RT005,2025-12-21,2025-12-30,9,1,0,Confirmed,Website,5634.55,50710.95
B010728,C007584,R155,RT002,2027-07-22,2027-07-27,5,2,0,Completed,Booking Platform,3031.63,15158.15
B010729,C001212,R165,RT003,2026-02-19,2026-03-03,12,1,0,Confirmed,Website,3467.03,41604.36
B010730,C003603,R172,RT003,2027-02-08,2027-02-19,11,1,1,Cancelled,Booking Platform,2529.46,27824.06
B010731,C009521,R197,RT004,2025-12-27,2026-01-01,5,3,0,Cancelled,Booking Platform,3430.59,17152.95
B010732,C008927,R131,RT002,2027-02-25,2027-02-27,2,2,0,Completed,Website,2915.96,5831.92
B010733,C001336,R157,RT003,2026-09-16,2026-09-27,11,2,2,Confirmed,Booking Platform,2332.07,25652.77
B010734,C003806,R246,RT006,2027-04-29,2027-05-11,12,4,0,Confirmed,Mobile App,8187.9,98254.8
B010735,C004008,R109,RT001,2026-05-24,2026-06-02,9,1,1,Completed,Phone,1588.01,14292.09
B010736,C005206,R211,RT004,2026-12-13,2026-12-20,7,3,0,Confirmed,Phone,4560.84,31925.88
B010737,C009229,R188,RT004,2025-11-14,2025-11-21,7,3,0,Confirmed,Mobile App,4324.76,30273.32
