payment_id,booking_id,payment_method,amount_paid,payment_status,refund_amount,transaction_reference
P010032,B010032,Debit Card,2071.41,Paid,0.0,dfb50162-1061-4bb5-a6e1-aa0534fae2dc
P010033,B010033,Debit Card,9781.3,Paid,0.0,1db00551-a025-4560-945a-d761bfda2def
P010034,B010034,Digital Wallet,22012.54,Refunded,22012.54,580a0fe2-514c-4147-bf23-a95a227fdfbe
P010035,B010035,Digital Wallet,74809.35,Paid,0.0,2dcfc87f-be0f-4aa6-872b-9b5751009a52
P010036,B010036,Cash,25126.66,Paid,0.0,a6dcc276-7608-47a5-80dc-82127df0fec9
P010037,B010037,Bank Transfer,50141.84,Paid,0.0,027989c0-3c63-4701-8091-a7ddf82262a6
P010038,B010038,Credit Card,23722.47,Paid,0.0,899458b2-d453-4251-8739-28b69960bf63
P010039,B010039,Credit Card,45790.68,Paid,0.0,bd50f1da-f6b6-4661-a2f8-1486edc2d07a
P010040,B010040,Credit Card,60695.69,Paid,0.0,152fdad4-1bf1-4fbc-b26b-35b45dcdac40
P010041,B010041,Credit Card,31224.24,Refunded,31224.24,c2602608-cf4f-4c30-9bb3-8de86a454b87
P010042,B010042,Credit Card,26405.39,Refunded,26405.39,b1120ece-c5fa-4763-8d64-15e9be606a92
P010043,B010043,Debit Card,1539.87,Paid,0.0,25e587d8-3d7c-408a-a0a0-92f8441876d3
P010044,B010044,Credit Card,0.0,Pending,0.0,3847c5ba-b85a-4624-bd13-0b4bce93702f
P010045,B010045,Debit Card,0.0,Pending,0.0,3b32b5f9-e52e-4dfc-aa42-bd24fde7c77a
P010046,B010046,Credit Card,43973.9,Refunded,43973.9,5fc355e2-ff97-4527-89e8-4a54d8dd67de
P010047,B010047,Debit Card,33153.4,Partially Refunded,20579.86,8289ba6d-546c-4cfc-83dd-ec9094b5ea15
P010048,B010048,Credit Card,18484.13,Paid,0.0,99bf1e9a-0de7-495d-8a80-b05a32451399
P010049,B010049,Debit Card,0.0,Failed,0.0,c9c0cdee-cc87-4a04-9787-a6bc139ef187
P010050,B010050,Digital Wallet,0.0,Failed,0.0,8a184570-2aff-4814-a07d-e11837d2d9ae
P010051,B010051,Credit Card,38045.15,Paid,0.0,911e31f1-75e4-4383-8fdf-b8bf9281ac46
P010052,B010052,Credit Card,74450.3,Paid,0.0,6c3a2e2b-9b2d-4b30-b8c0-dab92738d30a
P010053,B010053,Bank Transfer,38865.24,Refunded,38865.24,da0757b2-0245-4fc1-bfda-0779e99a4f6e
P010054,B010054,Bank Transfer,10441.56,Refunded,10441.56,59f763b7-01c4-47e3-af2c-1556c2c9a8e5
P010055,B010055,Digital Wallet,9539.0,Paid,0.0,be01b89f-c82c-4d44-8d6d-b567bc859a9a
P010056,B010056,Cash,8326.26,Paid,0.0,85e6e7d2-fec9-4826-9306-76301d5dc4f2
P010057,B010057,Digital Wallet,24659.32,Paid,0.0,fe3e1476-5318-469d-bb5f-aaafa93230a1
P010058,B010058,Credit Card,2257.3,Paid,0.0,ac8e2f69-ca03-45eb-afb7-82e1ee8ffe02
P010059,B010059,Credit Card,0.0,Failed,0.0,bb365e78-361d-4526-9654-ee8558a03993
P010060,B010060,Bank Transfer,47147.9,Paid,0.0,634fc227-e6d1-44e3-b228-9d02f4ef78a2
P010061,B010061,Credit Card,24681.14,Paid,0.0,fbb8f751-cb51-43a0-9b7b-32c9070368cc
P010062,B010062,Cash,10690.65,Paid,0.0,7cdceac6-8ddc-4140-82a4-7bd3bd993ab3
P010063,B010063,Digital Wallet,17124.52,Paid,0.0,de5be8fa-772a-49a0-8c58-bcfc2e039c66
P010064,B010064,Credit Card,2630.13,Paid,0.0,db37a3ca-f4fd-4ded-875e-daccdd06d829
P010065,B010065,Bank Transfer,23494.5,Paid,0.0,925e1a78-4719-4c92-b228-6b273888201e
P010066,B010066,Credit Card,1557.92,Partially Refunded,592.12,fb9fdc87-23f5-4668-954d-2e25a104732d
P010067,B010067,Credit Card,0.0,Pending,0.0,9c23e7e0-b8f5-4f00-8294-b988130ef047
P010068,B010068,Debit Card,0.0,Pending,0.0,3e3f5c6a-a904-43d8-8af4-911517e0cee3
P010069,B010069,Cash,0.0,Pending,0.0,e4e7c27e-8520-4313-b9f8-361a4e2a0bec
P010070,B010070,Bank Transfer,39710.32,Paid,0.0,1e3d51cb-f3d9-43e2-b457-68b197df04cb
P010071,B010071,Cash,5801.39,Paid,0.0,63f02089-edc2-41fe-841f-44b323c9d3f5
P010072,B010072,Debit Card,3987.09,Paid,0.0,45557c06-0263-4dde-bb19-10bbe037de40
P010073,B010073,Credit Card,77559.79,Paid,0.0,0a6d41f8-e462-46a3-bbc7-34e44d72420d
P010074,B010074,Credit Card,0.0,Failed,0.0,9fbf5a4f-4f03-4f45-88c5-f20f38227829
P010075,B010075,Digital Wallet,42744.0,Paid,0.0,10e97c52-166f-4754-8ecd-10e357af12d9
P010076,B010076,Credit Card,15093.75,Paid,0.0,b460c150-a85d-4ae5-b79b-5d2f73756738
P010077,B010077,Digital Wallet,31578.84,Paid,0.0,70acbe38-d232-49d2-bd51-490d1c29fcd3
P010078,B010078,Credit Card,2639.83,Paid,0.0,922a1cba-9a81-45fe-9a71-acece4784c9b
P010079,B010079,Debit Card,0.0,Failed,0.0,96915633-f0c8-402e-bebe-c9172a13c8c3
P010080,B010080,Bank Transfer,4490.22,Refunded,4490.22,327dccd6-4e56-43c8-a520-943f45ff17f4
P010081,B010081,Cash,0.0,Failed,0.0,1884997b-446a-4a64-9114-9268768ad05c
P010082,B010082,Cash,13759.12,Paid,0.0,8eb6adda-ce30-4ae5-8c31-1a7bbae63d6e
P010083,B010083,Digital Wallet,26745.05,Refunded,26745.05,14b78681-d6d9-4499-8ada-af5ddfb05299
P010084,B010084,Credit Card,0.0,Pending,0.0,e90820b2-d0d0-4eac-9614-5a5e44988d7d
P010085,B010085,Cash,44021.78,Paid,0.0,1c094faf-2d82-4782-b40c-5d8c0c322a3b
P010086,B010086,Credit Card,8115.56,Paid,0.0,70d7d7a8-b07e-4073-ab0d-3229e92ba6c6
P010087,B010087,Digital Wallet,10978.1,Paid,0.0,39ffb348-b52a-4f8a-bdfd-88c2346f359e
P010088,B010088,Cash,55512.38,Paid,0.0,1aa8dc98-b3e9-4a4c-a9af-2466bce6d64a
P010089,B010089,Debit Card,5229.69,Paid,0.0,ddac69ba-4aab-4878-a745-5ee80bde2330
P010090,B010090,Debit Card,4022.7,Refunded,4022.7,efcbd6b5-dac5-4609-b0b9-4eca5b945103
P010091,B010091,Digital Wallet,30708.8,Paid,0.0,3e633fa7-7d92-4423-b419-d900e346c886
P010092,B010092,Digital Wallet,39200.24,Paid,0.0,3e41bc19-35ff-46ab-bfb4-a397895e61f3
P010093,B010093,Credit Card,4988.5,Paid,0.0,571a437e-3091-4e70-85ed-88a3ffeee2e7
P010094,B010094,Credit Card,14137.83,Paid,0.0,b4745ccc-1619-4191-933d-57bfacbdf857
P010095,B010095,Credit Card,55748.94,Paid,0.0,e2aebfa1-bed0-404c-afea-b0e2ae80fadb
P010096,B010096,Credit Card,31670.15,Paid,0.0,8df9d1f5-a8ce-4fb5-bbfd-75b7e7b21849
P010097,B010097,Digital Wallet,0.0,Pending,0.0,d4b6420e-df36-452a-ab62-833267b5517f
P010098,B010098,Cash,15065.4,Paid,0.0,4b4d8cf8-cbd6-4c9d-8bda-feb821d93673
P010099,B010099,Credit Card,36931.84,Refunded,36931.84,4b74fa8d-060a-480d-83d2-d5a9ad8b3e1d
P010100,B010100,Credit Card,14911.26,Paid,0.0,e979eff3-51af-4772-ac6b-14add0142e42
P010101,B010101,Credit Card,32870.88,Paid,0.0,eb1a0b83-8726-477e-ad85-15c854523e5e
P010102,B010102,Credit Card,0.0,Failed,0.0,507e3eed-2ac4-445d-802e-4355d1dd3415
P010103,B010103,Bank Transfer,53303.04,Paid,0.0,17e4f856-b5ab-498f-9422-58d194cd8c32
P010104,B010104,Debit Card,103163.58,Paid,0.0,10f8f445-6710-432b-938f-9f9b2b34c8a3
P010105,B010105,Bank Transfer,25513.12,Paid,0.0,7848a4eb-6990-468d-a670-f16cde868227
P010106,B010106,Debit Card,2726.07,Paid,0.0,15d8b55e-3774-4b28-9a67-786712835fbd
P010107,B010107,Credit Card,26392.2,Paid,0.0,f9937f0f-a4dc-4778-8f9d-127f8b86ed39
P010108,B010108,Cash,37561.16,Refunded,37561.16,f8717d4c-1ad8-43a8-9a53-2a3b61f78361
P010109,B010109,Bank Transfer,55128.22,Refunded,55128.22,e9a0c4fc-00a6-474f-a849-cb0a554f80bc
P010110,B010110,Cash,13509.0,Paid,0.0,9b0d0899-3ffe-4a4f-bebd-c5aad83fe3b8
P010111,B010111,Cash,33199.8,Refunded,33199.8,65f4c3cc-3847-41f4-8d66-51f982b6748a
P010112,B010112,Cash,61106.92,Paid,0.0,2a5243be-74ef-400e-a558-95b6f1f7409f
P010113,B010113,Debit Card,2387.81,Paid,0.0,425d95bd-c8ab-48ac-a71e-e6e1402102d6
P010114,B010114,Cash,0.0,Failed,0.0,d435c65d-b623-4855-9c11-a5bfe6e10c54
P010115,B010115,Credit Card,0.0,Pending,0.0,3b86c9cd-1330-4f09-8bc5-cb9a8a8a29f7
P010116,B010116,Credit Card,21121.92,Refunded,21121.92,8fcbdbae-703d-42ba-a962-c83f3945e9cc
P010117,B010117,Debit Card,40565.52,Paid,0.0,40afa897-5b5f-4af3-8bcd-c715137184c5
P010118,B010118,Digital Wallet,3087.79,Paid,0.0,e9e9e879-ef0c-42fc-8e95-f0af73d25673
P010119,B010119,Cash,2045.95,Paid,0.0,68a5cd5c-9d8b-4c61-9327-de143eb65c1d
P010120,B010120,Credit Card,38324.11,Paid,0.0,cf1b343e-b5e7-41f3-887f-42dd18584c2c
P010121,B010121,Debit Card,23236.05,Paid,0.0,a8c792d3-72c7-409a-be46-255018548533
P010122,B010122,Bank Transfer,39367.08,Paid,0.0,7388a0ac-bb66-49c3-a1a7-77aa0576f404
P010123,B010123,Cash,25608.78,Paid,0.0,dbfaae43-e241-4335-b59e-d0d9b24848e6
P010124,B010124,Credit Card,17808.0,Paid,0.0,87c874db-0658-42b6-9f7f-f74d27e9ba44
P010125,B010125,Credit Card,31852.48,Paid,0.0,b36d5e3c-aacf-4487-930b-a35a21d43428
P010126,B010126,Credit Card,25639.7,Paid,0.0,6b79b7b2-d345-41f5-af65-688786158525
P010127,B010127,Debit Card,4201.36,Paid,0.0,8cbeeb0e-f912-4064-b707-154d011fe671
P010128,B010128,Digital Wallet,3484.6,Paid,0.0,fb1cb88e-7478-4529-9f0c-e9455129c0a8
P010129,B010129,Digital Wallet,4110.41,Paid,0.0,2b5defe7-c762-4787-bbaf-6e2e1479c5b8
P010130,B010130,Credit Card,0.0,Pending,0.0,e8abcccf-3b05-4254-bbd4-83620f69529d
P010131,B010131,Cash,6214.8,Paid,0.0,05b6a2eb-091d-4114-9c38-8adb185ab142
P010132,B010132,Bank Transfer,41903.54,Paid,0.0,6b19f2df-286b-4aaf-bbbf-d4bf10527f27
P010133,B010133,Cash,23265.4,Refunded,23265.4,cb51f8c8-0297-464f-bbf9-f60cf627e121
P010134,B010134,Credit Card,21930.56,Paid,0.0,c0a66452-1a80-4b29-8782-ab1024ede41a
P010135,B010135,Debit Card,0.0,Pending,0.0,b8ac1052-ee5c-4bf6-acb3-a8a6b5ffb829
P010136,B010136,Credit Card,0.0,Failed,0.0,8b0975b2-1bc5-4d80-86f7-f1362b4bce4e
P010137,B010137,Cash,16880.93,Paid,0.0,1f066597-8d40-4089-8795-442eabef33c9
P010138,B010138,Bank Transfer,39234.84,Refunded,39234.84,bb26bd04-ea7c-40c4-9b4d-191c87bae05b
P010139,B010139,Cash,37682.64,Refunded,37682.64,72e2945c-ef2a-49e6-a00a-3669800445de
P010140,B010140,Credit Card,53372.5,Paid,0.0,0e61d498-238b-416b-8fd9-51553805a67c
P010141,B010141,Credit Card,2087.07,Paid,0.0,3bdbb287-0922-4c83-8cf7-328f19bb382f
P010142,B010142,Bank Transfer,26342.88,Paid,0.0,08293428-8e1c-420c-9cd3-df65d88b27cd
P010143,B010143,Credit Card,57571.93,Paid,0.0,6719c41a-70b1-4c0d-a6fd-f7410d86a8f9
P010144,B010144,Cash,65732.76,Paid,0.0,4a243b02-6641-4aec-b108-ac2c8d23c66f
P010145,B010145,Digital Wallet,35250.0,Paid,0.0,c6185ce3-3f34-4594-8fcc-2955a9e52110
P010146,B010146,Credit Card,0.0,Pending,0.0,10186abf-3da6-4263-8be8-663f488c9917
P010147,B010147,Debit Card,0.0,Failed,0.0,bab33598-8179-4189-aa1d-1d92cdcec7e1
P010148,B010148,Digital Wallet,6069.84,Paid,0.0,fcb3011b-d713-4ae6-a3ac-ae9d38489701
P010149,B010149,Cash,28367.5,Paid,0.0,dd491e57-dead-4bb8-ba7c-bcb5981cfb6d
P010150,B010150,Credit Card,25777.08,Paid,0.0,c0719434-834e-4d4b-8184-48ec48db640b
P010151,B010151,Digital Wallet,15914.92,Paid,0.0,bfc0ec4a-cbae-490f-801e-6440b7c191f0
P010152,B010152,Credit Card,47360.4,Paid,0.0,e2e39faa-535f-4a5a-b65c-f458027d524b
P010153,B010153,Bank Transfer,12373.44,Paid,0.0,044f34dc-2b54-4f7f-8909-e81ff9c8aebe
P010154,B010154,Bank Transfer,15898.2,Paid,0.0,bc66e61e-8455-47cb-bec4-663625245dc6
P010155,B010155,Cash,16581.55,Partially Refunded,7825.42,07356ac9-f9e8-4941-8c83-e81db95ab240
P010156,B010156,Credit Card,3980.58,Paid,0.0,8b687875-6fef-4221-ac91-90f6aecd4dfd
P010157,B010157,Debit Card,2514.46,Paid,0.0,dc7b5d60-4b47-4343-9417-f5853a945e22
P010158,B010158,Bank Transfer,45361.29,Partially Refunded,15182.4,c13c2ba9-1710-4240-919e-7bd23b4690ef
P010159,B010159,Cash,2592.63,Refunded,2592.63,9e3ddabb-3916-474b-a80b-9b2109835960
P010160,B010160,Digital Wallet,4096.8,Paid,0.0,33427306-c0be-4bd8-bff7-1ecd213149df
P010161,B010161,Credit Card,26420.58,Paid,0.0,7acc4e19-f7f3-4a65-9391-166768176ac7
P010162,B010162,Digital Wallet,19369.68,Paid,0.0,37e22aef-76e2-40aa-97d5-72a0ac996261
P010163,B010163,Bank Transfer,40113.44,Paid,0.0,44dddcfa-b50d-4470-b002-9cf5026ee34e
P010164,B010164,Cash,26593.52,Paid,0.0,d2d8f29d-59f5-4938-9610-4cf1db8e270d
P010165,B010165,Credit Card,18226.08,Paid,0.0,4e82d101-f543-43b3-a204-84b000113357
P010166,B010166,Credit Card,20998.71,Paid,0.0,d5dcec84-aa12-4c9c-8579-a4120ef576fe
P010167,B010167,Credit Card,28227.2,Paid,0.0,a5e96e85-0ca7-4083-aea0-03ac31f80b65
P010168,B010168,Cash,62149.75,Partially Refunded,23061.17,7d0d791b-dab6-4c1f-ba98-0684725da488
P010169,B010169,Digital Wallet,25040.6,Paid,0.0,0ac7dbad-4135-4bf7-b9aa-b7b03628d1fe
P010170,B010170,Debit Card,0.0,Failed,0.0,6bfbce95-b92e-49c4-98e5-e870e75dc91d
P010171,B010171,Digital Wallet,23338.71,Paid,0.0,c5797713-741b-4cb0-a2a4-b2cb08ba1bf2
P010172,B010172,Credit Card,59461.05,Refunded,59461.05,c2937388-8a7d-4f74-8c48-ec1b343c334d
P010173,B010173,Cash,45064.2,Paid,0.0,a10926c3-5d84-4e02-ba44-6652f19d5c1a
P010174,B010174,Credit Card,6381.03,Paid,0.0,e247df0c-93fa-442a-939c-525e1a4f1c8f
P010175,B010175,Digital Wallet,11459.96,Refunded,11459.96,5552f5ef-539e-4c7d-88d6-beec46a78f44
P010176,B010176,Credit Card,25748.28,Paid,0.0,916c3a4f-b962-4883-938e-639adf5c7043
P010177,B010177,Debit Card,19307.76,Paid,0.0,064daed4-9290-4a22-a0b7-4f16ce3004ef
P010178,B010178,Credit Card,0.0,Pending,0.0,6d13281a-4638-49fd-bc25-122433006042
P010179,B010179,Credit Card,27547.98,Paid,0.0,462eb792-7f65-4510-83c0-fc3bb3bfe70e
P010180,B010180,Digital Wallet,34385.96,Paid,0.0,5702ca54-9141-4307-a614-47330808623a
P010181,B010181,Cash,36926.64,Paid,0.0,a09f098b-008b-4afa-bc03-8325521f5a70
P010182,B010182,Credit Card,18232.76,Refunded,18232.76,6625ff44-9aef-4a92-bc6f-b8ffcff6562c
P010183,B010183,Credit Card,47301.72,Paid,0.0,8fbb6dfd-f371-4f9e-8a97-7cb680faa5cf
P010184,B010184,Debit Card,2911.08,Paid,0.0,fc3bfc07-78cb-431a-b624-ce3ecfbb27d2
P010185,B010185,Debit Card,14604.39,Paid,0.0,f00ab959-ac20-4b07-95b8-ce9612d72585
P010186,B010186,Digital Wallet,18267.78,Paid,0.0,9762172b-decc-4f1f-a7d3-5472a638d6c6
P010187,B010187,Debit Card,48276.76,Paid,0.0,c97a5f32-54b3-49cc-a446-8b4a1b168eb7
P010188,B010188,Cash,14023.56,Paid,0.0,5a2348f7-b005-4500-af06-86047adae2b4
P010189,B010189,Cash,85492.33,Paid,0.0,40b84f56-1a4b-479c-8353-1e955b7f8074
P010190,B010190,Debit Card,2061.2,Paid,0.0,35947684-5cee-49d7-a783-e5c9442bcb78
P010191,B010191,Cash,40411.56,Paid,0.0,8d855ee4-4e6f-422f-9889-dd308e0fbc34
P010192,B010192,Credit Card,23455.26,Paid,0.0,97b1e6a7-19d8-4daf-803b-2cbc9bece523
P010193,B010193,Digital Wallet,8036.79,Paid,0.0,6fbef7c9-f252-4acb-abd5-0c8155bb5259
P010194,B010194,Bank Transfer,13776.54,Paid,0.0,19a1f2d8-212c-47ff-9df8-7e45b2904c9a
P010195,B010195,Cash,19419.15,Paid,0.0,28030bcf-495a-4a15-a6b4-df10703709de
P010196,B010196,Credit Card,11789.92,Paid,0.0,d6eda584-613d-4fed-9fd8-f17a07f4ca81
P010197,B010197,Debit Card,46458.2,Paid,0.0,dd44be5c-6b6d-4293-b8de-488f593c0527
P010198,B010198,Debit Card,4113.59,Paid,0.0,daba41eb-0035-48f0-b242-9415457937b4
P010199,B010199,Credit Card,0.0,Failed,0.0,0f374950-9cd9-4e04-aab5-218cf39da5de
P010200,B010200,Debit Card,13121.75,Paid,0.0,c3a5dc46-88e0-42f1-a56a-09e229329a3c
P010201,B010201,Credit Card,23625.36,Paid,0.0,052c2fdf-f802-4751-9b0b-7a25a0bc869b
P010202,B010202,Cash,8596.04,Paid,0.0,4d7fe6be-11b2-49c9-8215-273d216b376b
P010203,B010203,Debit Card,81577.16,Refunded,81577.16,a7ee12ed-f380-4bb7-a7c3-99c97cfa7141
P010204,B010204,Cash,0.0,Pending,0.0,c2378b2e-5c54-4852-8731-f4090e9ea406
P010205,B010205,Credit Card,55779.6,Paid,0.0,f4964bab-1e8b-4693-9deb-0d8a7c4dc8c2
P010206,B010206,Credit Card,37301.94,Paid,0.0,5ec89c7c-c0bf-4218-b185-acae10beee0f
P010207,B010207,Digital Wallet,38102.85,Paid,0.0,a956ca37-839c-46dd-9c65-dc35bfc9dadb
P010208,B010208,Credit Card,15703.59,Paid,0.0,0b202a98-9ddb-4257-87c9-456279f1c576
P010209,B010209,Cash,2569.6,Paid,0.0,3d4cb33d-48b3-4c2e-ae73-aeb96b52c69c
P010210,B010210,Credit Card,45679.04,Paid,0.0,8122e2da-5e54-483f-9af2-3c5f7f2f2ad1
P010211,B010211,Digital Wallet,24201.6,Paid,0.0,bc72ced1-f88c-4c22-9b20-267196c85f62
P010212,B010212,Debit Card,4976.7,Paid,0.0,5c68b02b-ed81-4eb8-b8a9-47dbe4b4cf28
P010213,B010213,Debit Card,13240.84,Paid,0.0,a843d007-7946-480b-a190-c11ad50585e6
P010214,B010214,Credit Card,8910.78,Paid,0.0,51e70413-c0fc-48e4-a131-7fe2b6f0a5f3
P010215,B010215,Debit Card,0.0,Pending,0.0,b9df46b2-1712-4b38-ae83-557d308a721f
P010216,B010216,Bank Transfer,2408.63,Paid,0.0,60b47971-cd8a-4b65-93ae-6bc73a90620a
P010217,B010217,Credit Card,91105.08,Partially Refunded,31104.15,48f6bd55-d256-4715-a984-1165a497a7de
P010218,B010218,Credit Card,0.0,Pending,0.0,39de200a-0f29-4091-a868-a9589f02b137
P010219,B010219,Credit Card,11478.36,Paid,0.0,a1c8315a-7274-4d3c-988f-a184e33c85a6
P010220,B010220,Debit Card,32964.12,Refunded,32964.12,735ac26f-f028-4fcd-8e0f-3e5944d465c4
P010221,B010221,Debit Card,39286.92,Paid,0.0,53178669-9814-4699-b7f1-2c5acc3d08ec
P010222,B010222,Digital Wallet,23679.54,Paid,0.0,b06cd753-22fd-432e-b2a6-c04012ed60b1
P010223,B010223,Cash,35304.0,Paid,0.0,22f1dba3-aada-4e78-8675-da5b07089958
P010224,B010224,Debit Card,4894.14,Paid,0.0,241c71e2-5547-421c-838c-ee8c8bc20b20
P010225,B010225,Cash,41608.1,Paid,0.0,7dddcbd4-9302-4bb2-a5cd-f365fd6f324b
P010226,B010226,Credit Card,0.0,Failed,0.0,2d45a291-9cc8-440c-8bde-83c7be284582
P010227,B010227,Digital Wallet,68522.19,Paid,0.0,12970a56-f783-4db8-a7b3-e7ed29d0e6ae
P010228,B010228,Credit Card,18913.2,Paid,0.0,ba014c2a-bf02-4ead-9ef9-692bd9373651
P010229,B010229,Cash,0.0,Pending,0.0,0f93a580-6eed-41e6-80ba-06d8ffab9de0
P010230,B010230,Bank Transfer,50282.68,Paid,0.0,d65ce092-407c-484e-8f29-50e2eccc4b26
P010231,B010231,Digital Wallet,39281.06,Refunded,39281.06,4f2e6994-a821-49a1-aebb-b694d1695a02
P010232,B010232,Credit Card,4000.98,Paid,0.0,09c93903-cb50-444b-8eec-5fd81ea31355
P010233,B010233,Credit Card,23526.1,Paid,0.0,7eaa8602-1ed1-4920-961b-ad3b422ac09f
P010234,B010234,Bank Transfer,41248.06,Paid,0.0,007f6937-fc41-4506-aa85-580896a1a3ab
P010235,B010235,Credit Card,24295.86,Partially Refunded,14033.67,2d379660-0e26-4cdc-a27b-43e335698262
P010236,B010236,Digital Wallet,73358.61,Paid,0.0,59826d27-9138-4233-90eb-e39ddc27c0b9
P010237,B010237,Debit Card,35089.44,Paid,0.0,5c16d090-4cb1-42dc-93a3-63807e30de25
P010238,B010238,Debit Card,0.0,Failed,0.0,aebcd4cd-ef3b-4099-81a9-3646bb4c5b8d
P010239,B010239,Credit Card,19212.55,Refunded,19212.55,28c0f52c-a070-434e-88d2-174af3c89d23
P010240,B010240,Credit Card,17050.83,Refunded,17050.83,a075457a-a201-47eb-ad90-5423fc74f76a
P010241,B010241,Debit Card,13864.5,Paid,0.0,f2d9f2c0-c89b-4970-b9f0-7da5065bd3a6
P010242,B010242,Cash,33528.6,Paid,0.0,f0ac5e61-fffe-4a2a-b5ac-2252d34c4bde
P010243,B010243,Debit Card,16981.79,Paid,0.0,5d1c4a05-89f5-469c-ac5e-f7920bb72cbc
P010244,B010244,Debit Card,0.0,Pending,0.0,624b70fa-efcf-424f-8f3a-c1f5730218dd
P010245,B010245,Credit Card,34428.36,Paid,0.0,67430041-4054-400b-86ae-b1431aa04cb1
P010246,B010246,Credit Card,25990.5,Paid,0.0,b06dbb82-ee29-46d8-bb15-9397e5b95a14
P010247,B010247,Debit Card,20266.2,Refunded,20266.2,ff01e8a5-f170-4262-89d4-90faadfe1cd5
P010248,B010248,Debit Card,64855.18,Paid,0.0,87acc9bd-c332-4184-8290-64b35eaa6b4c
P010249,B010249,Cash,8854.53,Paid,0.0,7fd1ed7f-870f-409d-8fbd-fc1c774c6cc4
P010250,B010250,Digital Wallet,42869.7,Paid,0.0,a4238802-be27-4a4e-859c-8dbab15fc79b
P010251,B010251,Cash,0.0,Pending,0.0,b94f6212-8e1e-4432-aaed-13ba70a37c9f
P010252,B010252,Credit Card,35935.51,Paid,0.0,f6487627-cd38-4e4d-a0fc-2b3ff0581f0f
P010253,B010253,Debit Card,4557.72,Paid,0.0,aa5452f6-7fe9-49dd-8f77-a4cc9a2c293b
P010254,B010254,Credit Card,32787.48,Paid,0.0,00fe04e3-550f-4ed2-9304-dbbdb5c0346f
P010255,B010255,Credit Card,2566.67,Paid,0.0,11c4a1ab-7936-4920-8b6c-8a689a0e91e8
P010256,B010256,Credit Card,5421.1,Paid,0.0,b3d1f9a1-b20d-40c1-b035-9dba5d6fce61
P010257,B010257,Cash,9127.16,Partially Refunded,3470.9,2f8de8af-ec2e-4b0f-848e-7771be155560
P010258,B010258,Debit Card,0.0,Pending,0.0,afa07550-557a-477a-96cc-cfddafc9033a
P010259,B010259,Bank Transfer,20158.2,Partially Refunded,11888.25,73190a0e-bfde-4d01-97c6-a366da2dbed6
P010260,B010260,Bank Transfer,0.0,Pending,0.0,e09b718d-eef6-4456-aaf4-ac14753df983
P010261,B010261,Credit Card,18175.1,Paid,0.0,c1832f7f-ba1d-4418-9419-f13cdb986e12
P010262,B010262,Credit Card,35208.54,Paid,0.0,faf3c770-5fc5-4422-baa3-74ea39a0732e
P010263,B010263,Cash,24345.09,Paid,0.0,fa9d4300-275e-4f25-b915-47dc18e89770
P010264,B010264,Credit Card,0.0,Failed,0.0,07089cb6-41ed-40f8-8122-a434bda743d2
P010265,B010265,Credit Card,28198.68,Paid,0.0,a29853f5-72f7-4ea7-b441-3a0284460444
P010266,B010266,Credit Card,0.0,Failed,0.0,912ac7ca-8f13-494e-bef8-f76405067826
P010267,B010267,Credit Card,0.0,Pending,0.0,044e287b-a5ce-4af9-b8ec-7f236be1094b
P010268,B010268,Digital Wallet,10369.46,Refunded,10369.46,a346b772-cf89-4e3a-88db-e6a49e019c00
P010269,B010269,Debit Card,17106.87,Paid,0.0,434c4382-b7b1-4581-9c0f-1e18ed4289fb
P010270,B010270,Credit Card,6417.52,Paid,0.0,5e2aef2f-f76d-4a64-8be2-3b0c36dc1954
P010271,B010271,Cash,3208.83,Paid,0.0,a8a237d2-3e9d-455b-94c8-d402392620db
P010272,B010272,Digital Wallet,8588.25,Paid,0.0,a414a1e7-3c85-4eca-8394-114a74d30b1a
P010273,B010273,Digital Wallet,0.0,Failed,0.0,4885b859-1974-465f-ba86-11b4cd01cf1f
P010274,B010274,Credit Card,0.0,Pending,0.0,596a103c-786a-48b3-96bf-bf70d4b6972c
P010275,B010275,Credit Card,62694.28,Paid,0.0,a946bea5-cc3e-4ec1-b826-501330f38a19
P010276,B010276,Debit Card,24108.84,Paid,0.0,4500b8eb-836e-4346-95e2-df5543581790
P010277,B010277,Debit Card,23900.17,Paid,0.0,aa221f87-597c-495e-b836-8656f3863c1b
P010278,B010278,Digital Wallet,49357.98,Paid,0.0,734382a9-142f-4d49-89d4-20adbb4f351d
P010279,B010279,Cash,28600.26,Paid,0.0,79a132ad-1916-4c13-b2f6-e3bec9a6eddf
P010280,B010280,Credit Card,20888.72,Paid,0.0,74a0cadf-421d-414c-ab49-32c5340e120c
P010281,B010281,Digital Wallet,29283.1,Paid,0.0,1be224f1-d444-480e-829f-5df08d028faa
P010282,B010282,Digital Wallet,0.0,Pending,0.0,215a9cc5-b842-4505-bd36-06e4e2b5f3dd
P010283,B010283,Cash,40003.88,Paid,0.0,3193e706-bfb8-4a7e-9954-af3265e60d0f
P010284,B010284,Credit Card,61091.36,Paid,0.0,4342d91f-9bbe-4e31-a277-fc57c87682df
P010285,B010285,Cash,39566.4,Paid,0.0,94565e7c-7a0c-47f8-8d6e-4cd9ae97ec12
P010286,B010286,Credit Card,15885.92,Refunded,15885.92,ecdb90c0-bd5f-4b01-9bd7-daeb591f3bba
P010287,B010287,Cash,6458.68,Paid,0.0,8819c84e-57c1-45ff-8529-e13b68a5a7e2
