feedback_id,customer_id,booking_id,feedback_category,rating,sentiment,feedback_text,feedback_channel,would_recommend
FB002499,C008395,B011763,Staff,5,Positive,The room was clean and comfortable.,Email,Yes
FB002500,C001420,B013313,Service,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002501,C009955,B012103,Service,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB002502,C005036,B012125,Food,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002503,C003018,B016764,Room,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002504,C005596,B007429,Service,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002505,C005103,B017495,Overall Experience,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002506,C005538,B018111,Service,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002507,C006392,B010313,Food,1,Negative,The service was slower than expected.,In-Hotel,No
FB002508,C001731,B002102,Facilities,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002509,C005787,B015462,Overall Experience,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB002510,C007457,B000102,Food,4,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB002511,C005602,B011106,Location,3,Neutral,The experience was acceptable overall.,Website,Maybe
FB002512,C002498,B009682,Location,4,Positive,Very good service and friendly staff.,Email,Yes
FB002513,C001803,B011809,Cleanliness,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002514,C003709,B004575,Staff,3,Neutral,The experience was acceptable overall.,Survey,Maybe
FB002515,C004218,B018736,Room,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002516,C001365,B007514,Booking,1,Negative,The overall experience was disappointing.,Email,No
FB002517,C008289,B008280,Payment,2,Negative,The service was slower than expected.,Survey,No
FB002518,C008236,B013374,Food,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002519,C005296,B003847,Facilities,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002520,C008444,B001665,Payment,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002521,C003852,B019613,Facilities,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB002522,C004407,B013603,Payment,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB002523,C009663,B001477,Food,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002524,C006803,B013537,Booking,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002525,C003797,B007810,Payment,4,Positive,Very good service and friendly staff.,Email,Yes
FB002526,C010000,B016937,Food,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002527,C003328,B000636,Service,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002528,C001596,B000818,Booking,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002529,C003519,B017481,Overall Experience,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002530,C000498,B011454,Facilities,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB002531,C005777,B019804,Location,2,Negative,The service was slower than expected.,Survey,No
FB002532,C000714,B015204,Staff,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002533,C001418,B014718,Location,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002534,C008784,B016877,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB002535,C002623,B004557,Overall Experience,2,Negative,The overall experience was disappointing.,Website,No
FB002536,C008731,B000708,Facilities,4,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB002537,C002798,B011935,Overall Experience,3,Neutral,The experience was acceptable overall.,Survey,Maybe
FB002538,C003205,B007020,Payment,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002539,C007097,B018918,Facilities,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002540,C004390,B019641,Payment,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002541,C004878,B000725,Food,2,Negative,The room was not clean enough.,Mobile App,No
FB002542,C007233,B003579,Booking,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002543,C004989,B005702,Food,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002544,C005334,B000837,Cleanliness,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002545,C003388,B013925,Overall Experience,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002546,C008369,B007403,Payment,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB002547,C005299,B009401,Service,4,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002548,C001890,B004903,Food,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002549,C002076,B004541,Cleanliness,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002550,C005326,B015366,Room,5,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002551,C002124,B015532,Location,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB002552,C005187,B007322,Facilities,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002553,C001717,B008179,Cleanliness,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002554,C003242,B013550,Booking,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002555,C001772,B007569,Food,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002556,C009118,B003234,Booking,3,Neutral,The stay was okay but there is room for improvement.,Email,Maybe
FB002557,C008988,B001159,Location,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB002558,C008007,B011136,Service,1,Negative,The overall experience was disappointing.,Mobile App,No
FB002559,C002718,B013960,Overall Experience,3,Neutral,Overall experience was satisfactory.,Survey,Maybe
FB002560,C004228,B004014,Overall Experience,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002561,C004125,B012614,Booking,1,Negative,The staff could have been more helpful.,Website,No
FB002562,C005162,B004149,Payment,3,Neutral,The experience was acceptable overall.,Website,Maybe
FB002563,C007867,B000124,Service,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002564,C000715,B001248,Overall Experience,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002565,C001716,B000821,Service,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002566,C007014,B017972,Cleanliness,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002567,C009809,B013170,Service,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002568,C004602,B004035,Staff,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB002569,C008786,B010163,Location,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002570,C005104,B014266,Overall Experience,2,Negative,There were some issues during the stay.,Website,No
FB002571,C004532,B004412,Service,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002572,C009051,B009427,Booking,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002573,C001287,B018153,Room,5,Positive,Very good service and friendly staff.,Survey,Yes
FB002574,C005621,B011209,Staff,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002575,C008637,B006789,Staff,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002576,C008057,B010916,Payment,3,Neutral,The service was average.,In-Hotel,Maybe
FB002577,C006672,B018478,Service,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002578,C000263,B003754,Payment,5,Positive,Very good service and friendly staff.,Website,Yes
FB002579,C002108,B002910,Payment,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002580,C002771,B004476,Room,2,Negative,The room was not clean enough.,Website,No
FB002581,C009117,B009586,Cleanliness,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002582,C000702,B008440,Service,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002583,C000043,B016823,Food,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002584,C002934,B006649,Overall Experience,5,Positive,Very good service and friendly staff.,Survey,Yes
FB002585,C005589,B008825,Payment,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002586,C003354,B018533,Location,5,Positive,Very good service and friendly staff.,Survey,Yes
FB002587,C008295,B000964,Facilities,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002588,C002060,B011271,Location,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002589,C003481,B001960,Room,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002590,C003609,B019941,Room,5,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002591,C009990,B018375,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB002592,C002815,B008992,Cleanliness,3,Neutral,Overall experience was satisfactory.,Email,Maybe
FB002593,C004543,B007554,Overall Experience,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002594,C001538,B015222,Payment,3,Neutral,The service was average.,Email,Maybe
FB002595,C005981,B005437,Location,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002596,C001151,B019364,Facilities,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002597,C001400,B010841,Room,4,Positive,Very good service and friendly staff.,Email,Yes
FB002598,C004030,B000931,Room,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002599,C006514,B005602,Cleanliness,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002600,C000524,B009467,Facilities,1,Negative,The room was not clean enough.,In-Hotel,No
FB002601,C007014,B008969,Facilities,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002602,C009484,B014077,Cleanliness,5,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB002603,C001476,B015352,Room,4,Positive,Very good service and friendly staff.,Email,Yes
FB002604,C009493,B002153,Overall Experience,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002605,C008697,B013607,Service,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002606,C001661,B012108,Service,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB002607,C001148,B000928,Cleanliness,4,Positive,The room was clean and comfortable.,Survey,Yes
FB002608,C003209,B019431,Facilities,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002609,C007967,B003975,Payment,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB002610,C009153,B016628,Cleanliness,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002611,C007462,B004102,Overall Experience,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002612,C001214,B002768,Cleanliness,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002613,C007575,B003949,Staff,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB002614,C004241,B018444,Location,2,Negative,The staff could have been more helpful.,Mobile App,No
FB002615,C007980,B008352,Facilities,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002616,C004617,B007692,Booking,2,Negative,There were some issues during the stay.,Mobile App,No
FB002617,C003739,B011722,Booking,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002618,C007615,B014546,Facilities,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB002619,C009470,B015514,Overall Experience,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002620,C002968,B017896,Staff,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002621,C003851,B009640,Staff,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002622,C009712,B018934,Room,3,Neutral,Overall experience was satisfactory.,Survey,Maybe
FB002623,C005595,B015332,Location,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002624,C009630,B012731,Service,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002625,C006646,B003704,Food,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002626,C005528,B004597,Overall Experience,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002627,C004203,B008827,Food,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002628,C007232,B017296,Food,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002629,C008453,B014056,Facilities,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB002630,C001190,B002886,Booking,2,Negative,The staff could have been more helpful.,Email,No
FB002631,C009261,B004528,Booking,4,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002632,C002397,B003019,Service,5,Positive,Very good service and friendly staff.,Email,Yes
FB002633,C002657,B008836,Facilities,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002634,C000323,B016661,Food,5,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB002635,C002664,B007822,Payment,4,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002636,C000044,B013500,Booking,5,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002637,C008576,B004610,Overall Experience,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002638,C009392,B005208,Overall Experience,2,Negative,The room was not clean enough.,Email,No
FB002639,C007234,B006224,Room,4,Positive,The room was clean and comfortable.,Email,Yes
FB002640,C004418,B015330,Cleanliness,4,Positive,Very good service and friendly staff.,Website,Yes
FB002641,C005285,B018482,Payment,3,Neutral,The service was average.,Website,Maybe
FB002642,C006402,B007169,Booking,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002643,C001117,B014214,Staff,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002644,C002212,B004573,Booking,3,Neutral,Overall experience was satisfactory.,Email,Maybe
FB002645,C007793,B018292,Room,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002646,C008429,B011020,Overall Experience,5,Positive,The room was clean and comfortable.,Email,Yes
FB002647,C003731,B006584,Food,2,Negative,The service was slower than expected.,Website,No
FB002648,C004822,B012287,Staff,4,Positive,The room was clean and comfortable.,Survey,Yes
FB002649,C000372,B012986,Facilities,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB002650,C009173,B015066,Location,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002651,C005950,B008030,Food,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB002652,C006951,B016550,Location,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002653,C004537,B015020,Payment,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002654,C003388,B003617,Cleanliness,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB002655,C003224,B017503,Staff,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB002656,C008374,B009439,Service,4,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002657,C008653,B011326,Staff,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002658,C003113,B003922,Booking,4,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002659,C003052,B013083,Overall Experience,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002660,C009679,B012148,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB002661,C009762,B007535,Booking,2,Negative,The staff could have been more helpful.,In-Hotel,No
FB002662,C003639,B006736,Payment,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002663,C001831,B012224,Food,4,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002664,C009012,B002679,Service,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002665,C006903,B001558,Service,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002666,C002578,B018809,Booking,4,Positive,Very good service and friendly staff.,Email,Yes
FB002667,C007573,B011767,Location,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002668,C004963,B011505,Payment,4,Positive,The room was clean and comfortable.,Survey,Yes
FB002669,C004405,B008571,Booking,2,Negative,The overall experience was disappointing.,In-Hotel,No
FB002670,C006233,B015231,Cleanliness,5,Positive,Everything was well organized and enjoyable.,Email,Yes
FB002671,C002492,B010128,Overall Experience,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB002672,C009666,B009087,Food,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002673,C003348,B012909,Facilities,3,Neutral,"Everything was fine, but nothing exceptional.",Email,Maybe
FB002674,C007400,B017055,Cleanliness,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002675,C002980,B010037,Location,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002676,C001680,B010133,Staff,1,Negative,The room was not clean enough.,Website,No
FB002677,C005321,B014763,Staff,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002678,C004873,B011402,Cleanliness,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002679,C005027,B003795,Booking,4,Positive,The room was clean and comfortable.,Survey,Yes
FB002680,C004131,B014896,Facilities,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002681,C008639,B017776,Room,5,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002682,C002881,B019744,Room,1,Negative,The service was slower than expected.,Email,No
FB002683,C001535,B013306,Location,3,Neutral,The stay was okay but there is room for improvement.,Website,Maybe
FB002684,C005221,B016400,Booking,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002685,C000486,B014103,Service,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002686,C005147,B016429,Service,1,Negative,The overall experience was disappointing.,Website,No
FB002687,C000422,B011045,Food,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002688,C003569,B011447,Facilities,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002689,C006175,B001698,Facilities,4,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002690,C006316,B014330,Staff,3,Neutral,The service was average.,In-Hotel,Maybe
FB002691,C009226,B015590,Payment,5,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002692,C008814,B017531,Location,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB002693,C000373,B006443,Room,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002694,C003949,B014578,Location,5,Positive,The room was clean and comfortable.,Website,Yes
FB002695,C003461,B017633,Service,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002696,C001438,B001067,Service,3,Neutral,The stay was okay but there is room for improvement.,Survey,Maybe
FB002697,C006541,B010664,Cleanliness,3,Neutral,The experience was acceptable overall.,Mobile App,Maybe
FB002698,C008409,B007067,Food,4,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002699,C005098,B012926,Facilities,5,Positive,The room was clean and comfortable.,Email,Yes
FB002700,C004971,B016541,Overall Experience,4,Positive,Everything was well organized and enjoyable.,Email,Yes
FB002701,C009834,B007396,Location,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002702,C007862,B000736,Service,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002703,C000848,B002440,Payment,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002704,C000998,B016740,Staff,1,Negative,There were some issues during the stay.,Email,No
FB002705,C002742,B002499,Room,1,Negative,There were some issues during the stay.,In-Hotel,No
FB002706,C009762,B015143,Food,3,Neutral,Overall experience was satisfactory.,Survey,Maybe
FB002707,C000796,B009888,Payment,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002708,C001830,B002137,Food,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002709,C006361,B001699,Cleanliness,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002710,C001510,B004044,Overall Experience,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB002711,C002876,B004519,Service,3,Neutral,"Everything was fine, but nothing exceptional.",Website,Maybe
FB002712,C006060,B002040,Staff,3,Neutral,"Everything was fine, but nothing exceptional.",In-Hotel,Maybe
FB002713,C000073,B009464,Payment,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002714,C003092,B002361,Food,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002715,C003877,B016196,Facilities,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB002716,C008298,B004329,Cleanliness,3,Neutral,The stay was okay but there is room for improvement.,Email,Maybe
FB002717,C002868,B007583,Facilities,3,Neutral,Overall experience was satisfactory.,Mobile App,Maybe
FB002718,C000269,B014516,Staff,1,Negative,The staff could have been more helpful.,In-Hotel,No
FB002719,C004023,B004752,Payment,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB002720,C008426,B013431,Cleanliness,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002721,C000299,B006341,Payment,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB002722,C004159,B014654,Service,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002723,C008906,B015405,Booking,4,Positive,Everything was well organized and enjoyable.,Website,Yes
FB002724,C005157,B006491,Cleanliness,5,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002725,C003437,B004111,Facilities,5,Positive,The room was clean and comfortable.,Mobile App,Yes
FB002726,C006797,B018908,Staff,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002727,C003503,B004046,Overall Experience,1,Negative,The overall experience was disappointing.,Website,No
FB002728,C003135,B006914,Service,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB002729,C005653,B001220,Booking,5,Positive,Very good service and friendly staff.,Survey,Yes
FB002730,C001403,B004967,Overall Experience,1,Negative,The room was not clean enough.,Mobile App,No
FB002731,C003412,B013944,Room,4,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002732,C008992,B013789,Service,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002733,C008426,B007102,Staff,4,Positive,The room was clean and comfortable.,Email,Yes
FB002734,C000891,B014549,Food,1,Negative,The staff could have been more helpful.,Email,No
FB002735,C009661,B012734,Cleanliness,1,Negative,The room was not clean enough.,Email,No
FB002736,C002631,B003533,Payment,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002737,C006808,B016564,Staff,3,Neutral,The stay was okay but there is room for improvement.,Mobile App,Maybe
FB002738,C007538,B005672,Cleanliness,5,Positive,The room was clean and comfortable.,Survey,Yes
FB002739,C002572,B013219,Overall Experience,5,Positive,The room was clean and comfortable.,Website,Yes
FB002740,C004053,B010691,Payment,3,Neutral,"Everything was fine, but nothing exceptional.",Survey,Maybe
FB002741,C007102,B017231,Location,5,Positive,The room was clean and comfortable.,Website,Yes
FB002742,C008966,B013943,Facilities,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002743,C000659,B017597,Room,3,Neutral,The service was average.,Website,Maybe
FB002744,C006723,B016949,Service,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002745,C009470,B016946,Staff,5,Positive,The room was clean and comfortable.,In-Hotel,Yes
FB002746,C008196,B003126,Room,4,Positive,Very good service and friendly staff.,Website,Yes
FB002747,C001446,B002047,Food,5,Positive,Excellent experience and very helpful staff.,Email,Yes
FB002748,C001613,B007682,Cleanliness,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002749,C007601,B005598,Cleanliness,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002750,C006589,B012260,Staff,4,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002751,C000702,B019919,Booking,5,Positive,"Great experience, I would definitely stay again.",Survey,Yes
FB002752,C004596,B015023,Booking,5,Positive,Very good service and friendly staff.,In-Hotel,Yes
FB002753,C002969,B009684,Location,5,Positive,Very good service and friendly staff.,Survey,Yes
FB002754,C001273,B017738,Facilities,2,Negative,The overall experience was disappointing.,Survey,No
FB002755,C000116,B006347,Payment,4,Positive,Very good service and friendly staff.,Email,Yes
FB002756,C003041,B014609,Food,4,Positive,The room was clean and comfortable.,Website,Yes
FB002757,C007205,B012888,Room,3,Neutral,The service was average.,In-Hotel,Maybe
FB002758,C001538,B004157,Booking,5,Positive,Very good service and friendly staff.,Website,Yes
FB002759,C004046,B004654,Location,3,Neutral,Overall experience was satisfactory.,Website,Maybe
FB002760,C005852,B004171,Location,3,Neutral,The experience was acceptable overall.,Website,Maybe
FB002761,C004734,B014468,Staff,5,Positive,Everything was well organized and enjoyable.,Survey,Yes
FB002762,C002241,B006329,Food,4,Positive,Very good service and friendly staff.,Website,Yes
FB002763,C007853,B017041,Overall Experience,2,Negative,There were some issues during the stay.,In-Hotel,No
FB002764,C007719,B002969,Payment,4,Positive,Very good service and friendly staff.,Survey,Yes
FB002765,C009722,B006021,Facilities,4,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002766,C000390,B005408,Service,2,Negative,The overall experience was disappointing.,Survey,No
FB002767,C006327,B017857,Staff,5,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002768,C007945,B014311,Payment,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB002769,C006182,B008404,Service,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB002770,C007803,B007469,Service,4,Positive,Very good service and friendly staff.,Mobile App,Yes
FB002771,C002525,B011291,Food,4,Positive,Excellent experience and very helpful staff.,Survey,Yes
FB002772,C007495,B013823,Food,3,Neutral,The service was average.,Website,Maybe
FB002773,C004347,B001027,Room,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB002774,C003925,B007139,Location,4,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002775,C007992,B016872,Payment,5,Positive,Excellent experience and very helpful staff.,Mobile App,Yes
FB002776,C002577,B018045,Staff,1,Negative,The overall experience was disappointing.,Website,No
FB002777,C002621,B014459,Cleanliness,4,Positive,Excellent experience and very helpful staff.,In-Hotel,Yes
FB002778,C007054,B018887,Staff,5,Positive,Excellent experience and very helpful staff.,Website,Yes
FB002779,C008909,B012074,Room,3,Neutral,The service was average.,In-Hotel,Maybe
FB002780,C007098,B004050,Facilities,1,Negative,The room was not clean enough.,Email,No
FB002781,C009569,B018951,Location,4,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002782,C009776,B010882,Cleanliness,4,Positive,Very good service and friendly staff.,Website,Yes
FB002783,C001863,B017455,Booking,3,Neutral,The experience was acceptable overall.,Email,Maybe
FB002784,C002283,B012670,Facilities,4,Positive,Very good service and friendly staff.,Website,Yes
FB002785,C007690,B016603,Food,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002786,C003345,B019637,Service,4,Positive,Very good service and friendly staff.,Website,Yes
FB002787,C000563,B018041,Booking,3,Neutral,"Everything was fine, but nothing exceptional.",In-Hotel,Maybe
FB002788,C008869,B018215,Staff,4,Positive,Everything was well organized and enjoyable.,Mobile App,Yes
FB002789,C000658,B010366,Staff,5,Positive,Very good service and friendly staff.,Website,Yes
FB002790,C008054,B016239,Food,5,Positive,"Great experience, I would definitely stay again.",In-Hotel,Yes
FB002791,C004726,B016451,Room,5,Positive,"Great experience, I would definitely stay again.",Email,Yes
FB002792,C005326,B011580,Payment,4,Positive,"Great experience, I would definitely stay again.",Mobile App,Yes
FB002793,C009030,B009432,Booking,4,Positive,The room was clean and comfortable.,Website,Yes
FB002794,C008604,B018266,Booking,4,Positive,Everything was well organized and enjoyable.,In-Hotel,Yes
FB002795,C005453,B011180,Overall Experience,2,Negative,The staff could have been more helpful.,Website,No
FB002796,C001739,B000632,Facilities,2,Negative,The overall experience was disappointing.,In-Hotel,No
FB002797,C000398,B017548,Location,5,Positive,"Great experience, I would definitely stay again.",Website,Yes
FB002798,C006546,B018342,Facilities,3,Neutral,The service was average.,Mobile App,Maybe
FB002799,C009468,B001120,Payment,3,Neutral,"Everything was fine, but nothing exceptional.",Mobile App,Maybe
FB002800,C001984,B002291,Staff,5,Positive,Very good service and friendly staff.,Website,Yes
FB002801,C008623,B015617,Staff,3,Neutral,The stay was okay but there is room for improvement.,Website,Maybe
FB002802,C004164,B012982,Staff,3,Neutral,The stay was okay but there is room for improvement.,Survey,Maybe
FB002803,C001435,B005490,Overall Experience,2,Negative,The staff could have been more helpful.,Website,No
