request_id,customer_id,booking_id,request_type,request_text,request_status,created_at
REQ007171,C005433,B007640,Booking Inquiry,I would like information about room availability.,Closed,2025-10-12 13:25:05
REQ007172,C002997,,Airport Transfer,Can you arrange airport pickup?,Closed,2025-08-25 12:52:52
REQ007173,C002052,,Extra Bed,I need an additional bed in my room.,In Progress,2026-05-11 14:26:59
REQ007174,C001617,B007437,Room Service,I need room service.,Open,2026-01-06 21:48:38
REQ007175,C002972,,Airport Transfer,Do you provide airport transportation?,In Progress,2025-12-26 06:09:08
REQ007176,C006005,B013002,Complaint,I am not satisfied with the service.,Resolved,2025-11-28 18:39:14
REQ007177,C008373,B003303,General Inquiry,I have a question about the hotel.,Resolved,2026-04-19 00:10:56
REQ007178,C004679,B006552,Late Checkout,I want to check out later.,Closed,2025-11-08 01:01:09
REQ007179,C001481,B017223,Complaint,I have a problem with my room.,In Progress,2025-09-06 18:14:10
REQ007180,C008959,,Cancellation Request,I need to cancel my hotel reservation.,In Progress,2026-08-14 17:47:44
REQ007181,C009266,B002362,Extra Bed,I need an additional bed in my room.,Open,2026-05-29 23:19:30
REQ007182,C007908,B016892,Complaint,I am not satisfied with the service.,Closed,2025-09-29 00:13:31
REQ007183,C004810,B014513,Cancellation Request,I want to cancel my booking.,Closed,2026-03-02 09:10:30
REQ007184,C009612,,Modification Request,I need to change the number of guests.,Resolved,2026-04-06 10:35:13
REQ007185,C006385,B003306,Payment Inquiry,Can you check my payment?,Closed,2025-09-18 04:35:04
REQ007186,C004410,B000544,Room Service,I need room service.,Resolved,2026-06-27 21:44:33
REQ007187,C005260,B017903,Housekeeping,My room needs cleaning.,Resolved,2026-08-01 14:11:10
REQ007188,C006143,B007478,Airport Transfer,I need an airport transfer.,Open,2025-10-11 05:26:56
REQ007189,C007218,B008596,General Inquiry,I have a question about the hotel.,In Progress,2025-11-06 03:08:50
REQ007190,C004843,B013728,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-09-21 18:37:22
REQ007191,C003566,B003621,Room Service,I need room service.,Resolved,2025-12-14 15:37:19
REQ007192,C001401,,Early Check-in,Can I check in early?,Open,2025-12-19 13:11:46
REQ007193,C004317,,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-03-26 22:58:56
REQ007194,C005807,,Room Service,I would like to order room service.,Resolved,2025-12-04 18:50:21
REQ007195,C006997,B013015,Modification Request,I want to change my check-in date.,In Progress,2026-03-06 01:05:04
REQ007196,C009339,B008989,Room Service,I would like to order room service.,Resolved,2026-03-24 04:22:04
REQ007197,C007166,B014336,Early Check-in,I would like to arrive before the check-in time.,In Progress,2025-09-30 19:20:21
REQ007198,C007547,,Cancellation Request,I want to cancel my booking.,Open,2026-06-06 10:45:44
REQ007199,C003850,B014581,Modification Request,Can I modify my booking?,Closed,2026-04-29 12:18:09
REQ007200,C002891,,Booking Inquiry,Do you have any rooms available for my dates?,In Progress,2026-03-04 11:06:39
REQ007201,C003277,B002197,Airport Transfer,Can you arrange airport pickup?,Closed,2026-06-13 11:21:30
REQ007202,C004144,B008914,General Inquiry,I have a question about the hotel.,Resolved,2025-08-28 05:30:23
REQ007203,C007554,,General Inquiry,I need some information about the hotel.,In Progress,2026-04-16 07:25:17
REQ007204,C000380,,Payment Inquiry,I want to know my payment status.,Resolved,2025-12-02 15:28:12
REQ007205,C008319,B016795,Booking Inquiry,I would like information about room availability.,Closed,2025-11-14 05:17:46
REQ007206,C001673,,Complaint,I have a problem with my room.,Resolved,2026-02-11 15:04:34
REQ007207,C000171,B003897,Airport Transfer,Do you provide airport transportation?,Closed,2026-02-02 02:20:10
REQ007208,C000756,,Housekeeping,Can someone clean my room?,Resolved,2026-02-01 23:44:54
REQ007209,C000349,B012475,Modification Request,I need to change the number of guests.,Resolved,2026-07-12 05:40:47
REQ007210,C007590,B007620,Late Checkout,Is late checkout available?,Closed,2026-08-09 07:28:59
REQ007211,C008195,B006581,Complaint,I want to make a complaint.,Resolved,2026-07-01 08:09:47
REQ007212,C001527,,Airport Transfer,Do you provide airport transportation?,Resolved,2026-05-24 07:09:20
REQ007213,C008673,B008251,Payment Inquiry,Was my payment successful?,In Progress,2025-09-08 11:14:49
REQ007214,C005483,,Payment Inquiry,Was my payment successful?,Resolved,2025-11-16 11:59:44
REQ007215,C009732,B019695,Complaint,I am not satisfied with the service.,Resolved,2025-09-03 08:05:50
REQ007216,C005284,B012676,Cancellation Request,I need to cancel my hotel reservation.,Closed,2026-04-06 13:22:59
REQ007217,C007317,B016828,Airport Transfer,I need an airport transfer.,Open,2026-03-12 15:14:24
REQ007218,C007187,B011568,Booking Inquiry,I would like information about room availability.,Resolved,2025-11-07 12:50:11
REQ007219,C006772,B015903,Room Service,I would like to order room service.,Resolved,2026-03-23 09:49:14
REQ007220,C007965,B004298,General Inquiry,Can you provide more information?,Resolved,2025-10-10 08:35:02
REQ007221,C003112,,Modification Request,I need to change the number of guests.,Closed,2026-05-30 01:37:40
REQ007222,C006829,,Extra Bed,Can I request an extra bed?,Resolved,2026-02-10 08:59:37
REQ007223,C005536,B018734,Cancellation Request,Can I cancel my reservation?,Resolved,2025-08-29 14:08:53
REQ007224,C005785,B006287,General Inquiry,I have a question about the hotel.,Resolved,2026-02-21 04:51:06
REQ007225,C004761,,Airport Transfer,I need an airport transfer.,Resolved,2026-01-02 18:59:37
REQ007226,C002856,B003006,Late Checkout,Can I have a late checkout?,Closed,2026-01-21 14:06:42
REQ007227,C009996,B004325,Room Service,Can I order food to my room?,Resolved,2026-07-22 17:11:44
REQ007228,C003411,,Early Check-in,Is early check-in available?,Closed,2026-07-20 08:08:04
REQ007229,C001692,B008309,Complaint,I want to make a complaint.,In Progress,2025-12-12 08:46:09
REQ007230,C000404,,Room Service,Can I order food to my room?,Open,2026-03-31 06:25:28
REQ007231,C005234,B018553,Housekeeping,Can someone clean my room?,Resolved,2026-05-27 20:23:46
REQ007232,C005857,B000079,Complaint,I have a problem with my room.,Resolved,2026-07-21 06:52:57
REQ007233,C004457,,Early Check-in,I would like to arrive before the check-in time.,In Progress,2026-03-30 02:55:55
REQ007234,C004654,B009715,Booking Inquiry,Do you have any rooms available for my dates?,Closed,2026-08-15 02:01:50
REQ007235,C000429,B010909,Booking Inquiry,I want to know if you have available rooms.,Closed,2026-05-10 00:10:44
REQ007236,C009777,,Complaint,I am not satisfied with the service.,Closed,2026-05-17 00:22:22
REQ007237,C008253,B007253,Room Service,I need room service.,Closed,2026-06-12 20:53:57
REQ007238,C008620,B018164,Complaint,I want to make a complaint.,Resolved,2025-11-14 11:00:33
REQ007239,C008342,B013204,Extra Bed,I need an additional bed in my room.,Closed,2026-06-15 22:50:51
REQ007240,C005083,,Modification Request,I need to change the number of guests.,In Progress,2025-12-26 13:35:01
REQ007241,C001105,,Housekeeping,My room needs cleaning.,In Progress,2026-06-08 04:44:35
REQ007242,C005237,,Housekeeping,Can someone clean my room?,Resolved,2025-09-03 15:24:13
REQ007243,C003537,,Airport Transfer,I need an airport transfer.,Open,2026-05-15 18:02:42
REQ007244,C001658,B014097,Airport Transfer,I need an airport transfer.,Open,2026-01-02 06:14:32
REQ007245,C005400,B018919,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-07-04 21:54:27
REQ007246,C004465,B013820,Modification Request,Can I modify my booking?,Resolved,2026-03-01 23:45:19
REQ007247,C006517,,Booking Inquiry,Do you have any rooms available for my dates?,Open,2025-10-28 05:38:47
REQ007248,C007675,B012920,Complaint,I am not satisfied with the service.,Closed,2026-07-19 12:27:22
REQ007249,C007700,,Airport Transfer,I need an airport transfer.,Resolved,2026-04-18 19:44:26
REQ007250,C009774,B003009,Housekeeping,My room needs cleaning.,Resolved,2026-08-12 15:12:41
REQ007251,C004754,,Room Service,I need room service.,In Progress,2025-09-14 04:21:20
REQ007252,C004018,B019217,Housekeeping,My room needs cleaning.,Closed,2025-11-18 12:41:29
REQ007253,C004805,B013210,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-04-08 00:58:43
REQ007254,C001106,B018023,Room Service,Can I order food to my room?,In Progress,2025-10-14 06:46:34
REQ007255,C009052,B013948,Airport Transfer,I need an airport transfer.,Open,2026-06-17 23:57:36
REQ007256,C004094,B013962,Cancellation Request,I want to cancel my booking.,In Progress,2026-02-18 22:57:15
REQ007257,C002480,,Room Service,I would like to order room service.,Resolved,2026-01-16 09:18:30
REQ007258,C005950,B016714,Airport Transfer,Do you provide airport transportation?,In Progress,2026-07-25 21:21:14
REQ007259,C007950,,Housekeeping,My room needs cleaning.,Closed,2026-01-15 23:50:43
REQ007260,C004288,B011499,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-12-01 14:50:06
REQ007261,C008359,B008588,Cancellation Request,I want to cancel my booking.,Closed,2026-08-14 17:38:23
REQ007262,C002434,,Housekeeping,Can someone clean my room?,Resolved,2025-09-09 03:07:01
REQ007263,C007942,,Cancellation Request,I want to cancel my booking.,Resolved,2026-05-15 16:22:50
REQ007264,C007916,B005341,Modification Request,Can I modify my booking?,Open,2025-11-24 12:43:36
REQ007265,C002923,B019771,Cancellation Request,I want to cancel my booking.,Resolved,2025-10-10 07:01:53
REQ007266,C002729,B002174,Early Check-in,Can I check in early?,In Progress,2026-08-10 18:41:32
REQ007267,C004754,B019657,Room Service,I need room service.,Resolved,2026-06-17 22:54:30
REQ007268,C002351,B010968,Modification Request,I want to change my check-in date.,Resolved,2026-07-13 23:38:07
REQ007269,C000740,B003148,Extra Bed,Is it possible to add an extra bed?,Closed,2025-11-12 00:12:01
REQ007270,C001882,B001612,Extra Bed,I need an additional bed in my room.,Resolved,2026-08-08 01:37:13
REQ007271,C008424,B002300,Complaint,I have a problem with my room.,Closed,2025-11-24 21:21:46
REQ007272,C001724,B011778,Booking Inquiry,I would like information about room availability.,Closed,2026-03-25 23:36:01
REQ007273,C009561,B008121,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2025-09-08 00:42:22
REQ007274,C000143,B004904,Complaint,I have a problem with my room.,Resolved,2026-01-22 18:56:40
REQ007275,C001418,B017232,Housekeeping,My room needs cleaning.,Closed,2026-08-16 14:57:16
REQ007276,C009828,,Early Check-in,Is early check-in available?,Closed,2026-04-30 12:33:25
REQ007277,C007487,B018381,Booking Inquiry,I would like information about room availability.,Resolved,2026-02-09 09:39:09
REQ007278,C005331,,Payment Inquiry,Was my payment successful?,Resolved,2026-01-22 06:49:32
REQ007279,C004585,B001696,Airport Transfer,I need an airport transfer.,Resolved,2026-03-09 19:51:16
REQ007280,C006012,B014013,Airport Transfer,I need an airport transfer.,Resolved,2025-10-26 12:15:20
REQ007281,C009743,B009658,Room Service,Can I order food to my room?,Resolved,2025-08-27 08:59:06
REQ007282,C004332,B001290,Extra Bed,Is it possible to add an extra bed?,Open,2026-06-21 08:45:26
REQ007283,C002519,B003424,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-04-02 08:51:56
REQ007284,C007443,B012341,Housekeeping,I need housekeeping service.,Closed,2025-11-10 19:15:46
REQ007285,C003411,B006044,Room Service,I would like to order room service.,Resolved,2026-06-10 01:13:11
REQ007286,C002490,,Modification Request,Can I modify my booking?,Resolved,2025-09-02 20:30:58
REQ007287,C000748,B019092,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-05-11 16:11:46
REQ007288,C000914,,Booking Inquiry,I would like information about room availability.,Resolved,2025-11-21 00:28:54
REQ007289,C001506,B018586,General Inquiry,Can you provide more information?,Open,2026-07-18 01:30:33
REQ007290,C000974,B003578,Booking Inquiry,I want to know if you have available rooms.,Resolved,2026-05-30 01:19:59
REQ007291,C005265,B017746,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-02-24 02:34:06
REQ007292,C008684,,Payment Inquiry,Was my payment successful?,Resolved,2026-07-27 08:40:57
REQ007293,C003916,B001445,Housekeeping,Can someone clean my room?,Open,2025-10-04 18:25:44
REQ007294,C009780,B012144,Complaint,I am not satisfied with the service.,Resolved,2026-06-16 04:28:41
REQ007295,C004663,B012610,Early Check-in,Is early check-in available?,Resolved,2025-09-05 19:47:10
REQ007296,C002155,,Room Service,Can I order food to my room?,Closed,2026-07-06 18:32:43
REQ007297,C009560,B014415,Housekeeping,My room needs cleaning.,Resolved,2025-09-12 23:17:01
REQ007298,C002922,B004936,Room Service,Can I order food to my room?,Open,2026-02-28 04:25:05
REQ007299,C007445,B008959,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-03-04 21:41:04
REQ007300,C002348,B010704,Booking Inquiry,Do you have any rooms available for my dates?,Open,2025-10-15 21:53:03
REQ007301,C006795,,Room Service,Can I order food to my room?,Resolved,2026-02-22 12:34:27
REQ007302,C006381,B010787,Extra Bed,I need an additional bed in my room.,In Progress,2025-11-13 19:29:20
REQ007303,C009947,B007459,Cancellation Request,Can I cancel my reservation?,Open,2025-12-22 23:56:48
REQ007304,C005203,,General Inquiry,Can you provide more information?,Resolved,2025-09-20 12:58:38
REQ007305,C008399,B007095,Booking Inquiry,I would like information about room availability.,In Progress,2026-02-16 21:52:07
REQ007306,C009935,,Payment Inquiry,Was my payment successful?,Open,2026-05-14 10:45:37
REQ007307,C009476,B015749,Airport Transfer,Do you provide airport transportation?,Closed,2025-08-19 08:32:26
REQ007308,C006261,B008381,Booking Inquiry,I want to know if you have available rooms.,In Progress,2026-08-02 20:36:34
REQ007309,C006528,B010982,Payment Inquiry,I want to know my payment status.,Resolved,2026-05-03 09:18:41
REQ007310,C003091,,Room Service,Can I order food to my room?,Resolved,2025-09-29 07:22:44
REQ007311,C004884,B019684,Room Service,I would like to order room service.,In Progress,2025-11-09 17:43:47
REQ007312,C005546,,Complaint,I have a problem with my room.,Open,2025-09-28 18:13:59
REQ007313,C005254,B009306,Housekeeping,Can someone clean my room?,Open,2026-03-30 19:04:03
REQ007314,C004375,B011231,Modification Request,Can I modify my booking?,In Progress,2025-09-03 13:28:40
REQ007315,C003034,B014299,Modification Request,I want to change my check-in date.,Closed,2026-06-24 06:00:30
REQ007316,C003821,B019169,Late Checkout,Is late checkout available?,Resolved,2025-09-27 05:42:46
REQ007317,C002612,B000446,General Inquiry,I need some information about the hotel.,Resolved,2025-08-23 08:14:32
REQ007318,C008125,,General Inquiry,I need some information about the hotel.,Closed,2025-08-26 19:56:54
REQ007319,C003899,B015295,Extra Bed,Can I request an extra bed?,Resolved,2025-08-30 16:25:11
REQ007320,C000341,B008677,Booking Inquiry,Do you have any rooms available for my dates?,Open,2026-03-15 01:43:16
REQ007321,C009535,B011658,Booking Inquiry,I want to know if you have available rooms.,In Progress,2025-10-07 16:27:01
REQ007322,C005060,,General Inquiry,I need some information about the hotel.,Resolved,2025-08-25 12:53:25
REQ007323,C006504,B019810,General Inquiry,I have a question about the hotel.,In Progress,2026-02-24 17:57:03
REQ007324,C001532,B017379,General Inquiry,I have a question about the hotel.,Resolved,2025-10-07 10:04:58
REQ007325,C007566,,Extra Bed,I need an additional bed in my room.,Resolved,2026-01-30 10:03:47
REQ007326,C004411,B005067,Early Check-in,Can I check in early?,Resolved,2026-01-12 04:18:19
REQ007327,C003770,B006537,Extra Bed,I need an additional bed in my room.,Closed,2025-09-27 23:53:23
REQ007328,C005977,B018360,Modification Request,Can I modify my booking?,Resolved,2026-01-29 13:41:35
REQ007329,C002838,B015891,Airport Transfer,I need an airport transfer.,In Progress,2026-02-03 17:16:48
REQ007330,C002733,B000871,Airport Transfer,I need an airport transfer.,Closed,2026-07-04 04:39:36
REQ007331,C002682,B003432,Airport Transfer,Can you arrange airport pickup?,Closed,2026-03-02 07:52:07
REQ007332,C000889,B010455,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-06-27 12:31:42
REQ007333,C003358,,Extra Bed,I need an additional bed in my room.,Closed,2026-04-24 15:49:03
REQ007334,C009412,B006479,Housekeeping,Can someone clean my room?,Resolved,2025-09-01 07:31:41
REQ007335,C002147,B012774,Modification Request,I need to change the number of guests.,In Progress,2025-10-21 23:02:04
REQ007336,C005847,B008902,Complaint,I want to make a complaint.,Closed,2025-10-02 23:48:20
REQ007337,C008275,,Modification Request,I want to change my check-in date.,Closed,2025-09-20 02:23:24
REQ007338,C009521,B010731,Extra Bed,I need an additional bed in my room.,Closed,2026-04-25 11:48:23
REQ007339,C008913,,Late Checkout,Is late checkout available?,Resolved,2025-11-05 20:18:25
REQ007340,C000117,B019683,Cancellation Request,I want to cancel my booking.,Closed,2025-12-18 13:58:35
REQ007341,C009402,,General Inquiry,Can you provide more information?,In Progress,2025-11-06 00:33:17
REQ007342,C005476,B008714,General Inquiry,I have a question about the hotel.,In Progress,2026-01-01 11:34:15
REQ007343,C006761,,Room Service,Can I order food to my room?,In Progress,2025-10-20 16:13:53
REQ007344,C005000,,General Inquiry,I have a question about the hotel.,Closed,2026-07-16 07:51:19
REQ007345,C002852,,Early Check-in,Is early check-in available?,Resolved,2026-07-13 13:11:16
REQ007346,C004793,B016414,Payment Inquiry,Can you check my payment?,Resolved,2026-01-08 13:15:37
REQ007347,C009646,B018076,Late Checkout,I want to check out later.,Open,2025-08-20 19:43:56
REQ007348,C007976,B001787,General Inquiry,I need some information about the hotel.,Closed,2026-02-25 16:29:10
REQ007349,C004409,B001463,Room Service,I need room service.,In Progress,2026-07-21 22:10:44
REQ007350,C009601,,Housekeeping,I need housekeeping service.,Open,2025-11-29 06:59:01
REQ007351,C009433,B019971,Early Check-in,Can I check in early?,Open,2025-11-15 17:08:51
REQ007352,C007741,B011401,Housekeeping,My room needs cleaning.,Closed,2026-06-10 06:28:51
REQ007353,C006194,,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-05-28 19:41:47
REQ007354,C009396,B019989,Airport Transfer,I need an airport transfer.,Resolved,2026-01-26 01:07:44
REQ007355,C003724,B000419,Room Service,I would like to order room service.,In Progress,2025-08-26 11:05:51
REQ007356,C004004,,Modification Request,Can I modify my booking?,Closed,2025-10-20 18:18:19
REQ007357,C003900,B007195,Airport Transfer,I need an airport transfer.,Resolved,2026-04-22 19:30:14
REQ007358,C009343,B004609,Airport Transfer,I need an airport transfer.,Resolved,2026-03-15 09:41:56
REQ007359,C003450,B014416,Modification Request,I need to change the number of guests.,In Progress,2026-06-18 14:33:29
REQ007360,C000775,B010129,General Inquiry,I need some information about the hotel.,Resolved,2026-04-30 11:48:07
REQ007361,C003429,B011273,General Inquiry,I need some information about the hotel.,Resolved,2026-02-22 12:02:45
REQ007362,C008788,B002951,General Inquiry,I have a question about the hotel.,Resolved,2026-08-04 06:48:51
REQ007363,C004157,,Booking Inquiry,I want to know if you have available rooms.,Open,2025-09-22 06:19:59
REQ007364,C006437,,Airport Transfer,Do you provide airport transportation?,Closed,2025-12-18 05:07:33
REQ007365,C003258,B009404,Modification Request,Can I modify my booking?,Resolved,2026-06-13 21:02:45
REQ007366,C005312,B009201,Complaint,I have a problem with my room.,In Progress,2026-08-08 03:00:09
REQ007367,C007830,B008159,Housekeeping,My room needs cleaning.,Closed,2026-02-23 00:42:50
REQ007368,C007350,B007404,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-05-27 03:04:36
REQ007369,C004585,B001696,Modification Request,Can I modify my booking?,Closed,2026-06-27 00:06:10
REQ007370,C007265,,Extra Bed,I need an additional bed in my room.,Resolved,2025-10-17 18:04:58
REQ007371,C001333,B014408,Room Service,Can I order food to my room?,Resolved,2026-07-28 23:19:42
REQ007372,C004519,,Early Check-in,Is early check-in available?,Resolved,2025-10-09 18:47:12
REQ007373,C003037,,General Inquiry,Can you provide more information?,Open,2026-08-06 04:56:34
REQ007374,C000948,B008134,Modification Request,I need to change the number of guests.,In Progress,2025-08-19 14:21:35
REQ007375,C007132,,General Inquiry,I need some information about the hotel.,Resolved,2025-09-28 12:16:51
REQ007376,C008322,,Housekeeping,I need housekeeping service.,In Progress,2025-12-31 08:40:44
REQ007377,C008815,,Airport Transfer,I need an airport transfer.,Closed,2026-05-17 22:25:37
REQ007378,C004163,,Late Checkout,Is late checkout available?,In Progress,2026-06-09 21:50:20
REQ007379,C000147,,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2025-11-03 05:46:17
REQ007380,C009385,B003085,Housekeeping,My room needs cleaning.,Resolved,2025-12-20 16:06:32
REQ007381,C007117,,Payment Inquiry,Can you check my payment?,Resolved,2026-04-28 18:12:14
REQ007382,C003355,B009358,Early Check-in,Is early check-in available?,In Progress,2026-01-02 15:28:54
REQ007383,C006286,B008386,General Inquiry,Can you provide more information?,Resolved,2025-09-17 08:46:00
REQ007384,C000104,,Room Service,I need room service.,In Progress,2025-10-24 20:11:53
REQ007385,C008978,,Payment Inquiry,Was my payment successful?,Resolved,2026-07-25 07:49:56
REQ007386,C009540,,Airport Transfer,I need an airport transfer.,Resolved,2026-05-29 22:00:43
REQ007387,C001325,B019577,Extra Bed,Is it possible to add an extra bed?,Resolved,2026-01-25 20:21:03
REQ007388,C001413,B018359,Booking Inquiry,I want to know if you have available rooms.,Resolved,2025-11-13 04:02:27
REQ007389,C001019,,Booking Inquiry,I would like information about room availability.,Closed,2026-06-16 22:26:50
REQ007390,C008052,B009445,Housekeeping,I need housekeeping service.,Resolved,2025-11-28 18:28:15
REQ007391,C008648,B010960,Complaint,I am not satisfied with the service.,Open,2025-09-14 11:08:20
REQ007392,C002182,B006060,Extra Bed,Is it possible to add an extra bed?,Resolved,2025-10-16 03:32:37
REQ007393,C002780,,Cancellation Request,Can I cancel my reservation?,Resolved,2026-05-30 04:02:53
REQ007394,C002375,B019582,Booking Inquiry,I would like information about room availability.,Resolved,2026-02-05 22:06:49
REQ007395,C000826,,Housekeeping,My room needs cleaning.,Resolved,2026-07-17 01:34:24
REQ007396,C009588,B008089,Airport Transfer,Can you arrange airport pickup?,Resolved,2025-10-02 00:31:54
REQ007397,C006435,,Cancellation Request,I want to cancel my booking.,Closed,2026-04-20 05:21:09
REQ007398,C003554,B003537,Airport Transfer,Can you arrange airport pickup?,In Progress,2026-02-06 15:14:30
REQ007399,C008712,B019104,Complaint,I have a problem with my room.,In Progress,2026-08-07 22:58:05
REQ007400,C006305,B012719,General Inquiry,Can you provide more information?,Closed,2026-08-07 07:02:07
REQ007401,C004299,B011816,Late Checkout,Can I have a late checkout?,Resolved,2026-06-27 01:05:10
REQ007402,C007231,,Cancellation Request,I want to cancel my booking.,In Progress,2025-10-10 15:25:42
REQ007403,C007517,B016248,Airport Transfer,I need an airport transfer.,Resolved,2026-06-04 01:38:11
REQ007404,C002683,B018642,Housekeeping,Can someone clean my room?,In Progress,2026-06-09 21:30:15
REQ007405,C006229,,Modification Request,Can I modify my booking?,Resolved,2026-03-13 07:31:33
REQ007406,C000876,B013105,Airport Transfer,Can you arrange airport pickup?,In Progress,2025-09-10 11:16:55
REQ007407,C004273,B001046,Room Service,I would like to order room service.,Closed,2025-10-06 12:16:06
REQ007408,C006285,B016246,Extra Bed,Can I request an extra bed?,Resolved,2026-07-25 03:26:39
REQ007409,C003271,B006130,Housekeeping,Can someone clean my room?,Closed,2026-02-07 00:22:54
REQ007410,C007746,B012412,Modification Request,Can I modify my booking?,Resolved,2026-02-08 20:20:23
REQ007411,C005137,B008539,Cancellation Request,I need to cancel my hotel reservation.,Resolved,2026-07-01 04:46:59
REQ007412,C005582,B009434,Complaint,I want to make a complaint.,Resolved,2025-10-31 02:22:50
REQ007413,C007671,,Airport Transfer,Can you arrange airport pickup?,Closed,2025-10-17 13:01:00
REQ007414,C004810,B014513,Airport Transfer,Can you arrange airport pickup?,Resolved,2026-05-12 15:02:01
REQ007415,C004021,B008117,Booking Inquiry,Do you have any rooms available for my dates?,Resolved,2026-03-23 15:51:37
REQ007416,C004980,B012066,Housekeeping,Can someone clean my room?,Closed,2026-07-06 05:16:56
REQ007417,C003481,B001960,Complaint,I want to make a complaint.,Resolved,2026-05-26 01:00:22
REQ007418,C008500,B019376,Room Service,Can I order food to my room?,Closed,2025-09-20 06:46:26
REQ007419,C004222,B000652,Modification Request,Can I modify my booking?,Resolved,2026-06-28 06:03:38
REQ007420,C006082,,Complaint,I am not satisfied with the service.,Open,2026-07-19 18:51:46
REQ007421,C003165,B016137,Complaint,I am not satisfied with the service.,Resolved,2025-11-20 22:32:51
REQ007422,C001211,B009712,Early Check-in,Can I check in early?,Open,2025-09-19 12:25:37
REQ007423,C002174,B011206,Room Service,I would like to order room service.,Closed,2026-06-26 19:16:31
REQ007424,C007766,,Late Checkout,Can I have a late checkout?,In Progress,2025-11-18 15:40:49
REQ007425,C001185,B009354,Airport Transfer,I need an airport transfer.,In Progress,2026-03-15 04:00:08
REQ007426,C001485,B018075,Cancellation Request,Can I cancel my reservation?,Resolved,2026-04-01 00:01:40
REQ007427,C003969,B000031,Modification Request,I want to change my check-in date.,Resolved,2026-05-16 21:23:25
REQ007428,C000017,B015335,Booking Inquiry,I would like information about room availability.,Closed,2025-10-06 11:53:48
REQ007429,C000963,,Housekeeping,I need housekeeping service.,Resolved,2025-09-08 15:52:58
REQ007430,C009631,B017019,Housekeeping,My room needs cleaning.,Resolved,2026-06-25 00:31:28
REQ007431,C008997,B018370,Late Checkout,I want to check out later.,Closed,2026-03-07 00:27:03
REQ007432,C003443,,Room Service,I would like to order room service.,Resolved,2025-12-02 02:57:00
REQ007433,C009405,,Payment Inquiry,Can you check my payment?,Open,2026-03-26 06:16:43
REQ007434,C006859,,Complaint,I am not satisfied with the service.,Closed,2026-05-07 05:09:10
REQ007435,C006519,,Early Check-in,Can I check in early?,Resolved,2026-03-09 00:32:27
REQ007436,C004092,B000968,Housekeeping,I need housekeeping service.,Resolved,2026-04-14 01:17:11
REQ007437,C006741,B010224,Cancellation Request,Can I cancel my reservation?,Resolved,2026-02-25 10:34:30
REQ007438,C008999,,Late Checkout,Can I have a late checkout?,In Progress,2026-06-08 16:09:32
REQ007439,C004140,B004745,Extra Bed,Can I request an extra bed?,Resolved,2026-07-06 18:30:25
REQ007440,C005709,,Airport Transfer,I need an airport transfer.,Resolved,2025-11-30 06:55:13
REQ007441,C000079,B003016,Airport Transfer,I need an airport transfer.,Closed,2025-09-25 13:21:32
REQ007442,C007072,B014649,Housekeeping,I need housekeeping service.,Open,2026-04-08 03:45:18
REQ007443,C006219,,Room Service,I need room service.,Open,2025-09-29 11:56:49
REQ007444,C007231,B005366,Housekeeping,I need housekeeping service.,Closed,2026-07-11 22:15:57
REQ007445,C000340,,Early Check-in,I would like to arrive before the check-in time.,Resolved,2026-07-14 16:30:52
REQ007446,C005159,,Late Checkout,Is late checkout available?,Closed,2026-03-15 08:51:06
REQ007447,C007378,B017538,Housekeeping,My room needs cleaning.,Resolved,2026-05-16 16:20:35
REQ007448,C000651,B006164,General Inquiry,I need some information about the hotel.,In Progress,2025-10-15 01:07:13
REQ007449,C002871,B008673,Booking Inquiry,I would like information about room availability.,Closed,2025-09-05 20:04:41
REQ007450,C008618,,Complaint,I want to make a complaint.,Resolved,2025-10-29 20:46:19
REQ007451,C008158,,General Inquiry,Can you provide more information?,Open,2026-04-22 03:57:05
REQ007452,C005300,B004048,Housekeeping,Can someone clean my room?,In Progress,2025-09-05 02:20:15
REQ007453,C006336,,Late Checkout,I want to check out later.,In Progress,2026-07-28 10:01:01
REQ007454,C008377,B015710,Payment Inquiry,Was my payment successful?,Open,2026-06-10 22:30:00
REQ007455,C009159,B016431,Housekeeping,My room needs cleaning.,Resolved,2025-09-05 15:15:13
REQ007456,C001277,,Room Service,I would like to order room service.,Closed,2026-08-04 05:58:08
REQ007457,C001862,B014316,Booking Inquiry,I would like information about room availability.,In Progress,2026-04-22 11:37:48
REQ007458,C005548,B015770,Modification Request,I want to change my check-in date.,Resolved,2026-04-06 19:38:51
REQ007459,C000545,,General Inquiry,I have a question about the hotel.,In Progress,2026-01-08 18:46:20
